codmpio,yearly,amount_sum,amount_mean,donors_sum,donors_mean,FARC1,Presencia_FARC
73861,2011,27.608467,5.5216934,21,4.2,NA,Sin Presencia
73870,2011,40.2,40.2,11,11,NA,Sin Presencia
73873,2011,0,0,0,0,1,Con Presencia
76001,2011,2102.772469,300.396067,117,16.714285714285715,NA,Sin Presencia
76020,2011,10,5,3,1.5,NA,Sin Presencia
76036,2011,0,0,0,0,NA,Sin Presencia
76041,2011,4,4,1,1,NA,Sin Presencia
76054,2011,6.308301,6.308301,2,2,NA,Sin Presencia
76100,2011,11.0997,11.0997,11,11,NA,Sin Presencia
76109,2011,503.5,100.7,69,13.8,NA,Sin Presencia
76111,2011,45.442207,11.36055175,9,2.25,NA,Sin Presencia
76113,2011,5,5,2,2,NA,Sin Presencia
76122,2011,43.3,14.433333333333334,8,2.6666666666666665,NA,Sin Presencia
76126,2011,5.85,2.925,2,1,NA,Sin Presencia
76130,2011,145,72.5,11,5.5,NA,Sin Presencia
76147,2011,86.185666,28.728555333333333,19,6.333333333333333,NA,Sin Presencia
76233,2011,35,17.5,9,4.5,NA,Sin Presencia
76243,2011,3.3,3.3,5,5,1,Con Presencia
76246,2011,0,0,0,0,NA,Sin Presencia
76248,2011,22.5,7.5,4,1.3333333333333333,NA,Sin Presencia
76250,2011,32.8286,10.942866666666665,11,3.6666666666666665,NA,Sin Presencia
76275,2011,29.939,9.979666666666667,11,3.6666666666666665,1,Con Presencia
76306,2011,0,0,0,0,NA,Sin Presencia
76318,2011,8.976,8.976,1,1,NA,Sin Presencia
76364,2011,177.3,35.46,12,2.4,NA,Sin Presencia
76377,2011,7.2,7.2,2,2,NA,Sin Presencia
76400,2011,12.2,6.1,4,2,NA,Sin Presencia
76403,2011,0,0,0,0,NA,Sin Presencia
76497,2011,38,19,62,31,NA,Sin Presencia
76520,2011,156.432601,52.14420033333334,15,5,NA,Sin Presencia
76563,2011,6.5,6.5,2,2,1,Con Presencia
76606,2011,11.7,11.7,3,3,NA,Sin Presencia
76616,2011,23,23,5,5,NA,Sin Presencia
76622,2011,3,3,1,1,NA,Sin Presencia
76670,2011,0,0,0,0,1,Con Presencia
76736,2011,0,0,0,0,NA,Sin Presencia
76823,2011,8,8,2,2,NA,Sin Presencia
76828,2011,105,105,10,10,NA,Sin Presencia
76834,2011,155.7125,51.90416666666666,34,11.333333333333334,1,Con Presencia
76845,2011,12,12,1,1,NA,Sin Presencia
76863,2011,10.5268,5.2634,5,2.5,NA,Sin Presencia
76869,2011,10,10,2,2,NA,Sin Presencia
76890,2011,15,15,1,1,NA,Sin Presencia
76892,2011,38.6099,12.869966666666667,9,3,NA,Sin Presencia
76895,2011,34.61,17.305,9,4.5,NA,Sin Presencia
81001,2011,400.162,133.38733333333332,45,15,1,Con Presencia
81065,2011,55.2,13.8,18,4.5,1,Con Presencia
81220,2011,28.14,9.38,9,3,1,Con Presencia
81300,2011,21.5,21.5,4,4,NA,Sin Presencia
81591,2011,19,19,7,7,NA,Sin Presencia
81736,2011,95,31.666666666666668,16,5.333333333333333,NA,Sin Presencia
81794,2011,71,23.666666666666668,10,3.3333333333333335,1,Con Presencia
85001,2011,285.25,71.3125,53,13.25,NA,Sin Presencia
85010,2011,30.24,10.08,24,8,NA,Sin Presencia
85015,2011,0,0,0,0,NA,Sin Presencia
85125,2011,69.9575,17.489375,25,6.25,NA,Sin Presencia
85136,2011,0,0,0,0,NA,Sin Presencia
85139,2011,31.392,10.464,16,5.333333333333333,NA,Sin Presencia
85162,2011,0,0,0,0,NA,Sin Presencia
85225,2011,55.68,27.84,43,21.5,NA,Sin Presencia
85230,2011,25,8.333333333333332,11,3.6666666666666665,NA,Sin Presencia
85250,2011,47.95,11.9875,10,2.5,NA,Sin Presencia
85263,2011,49.66,16.553333333333335,27,9,NA,Sin Presencia
85279,2011,0,0,0,0,NA,Sin Presencia
85300,2011,16.06,5.353333333333333,12,4,NA,Sin Presencia
85315,2011,1,1,1,1,NA,Sin Presencia
85325,2011,37,37,22,22,NA,Sin Presencia
85400,2011,8.5,4.25,12,6,1,Con Presencia
85410,2011,109.695,27.42375,64,16,NA,Sin Presencia
85430,2011,8,4,2,1,NA,Sin Presencia
85440,2011,62.055,12.411,15,3,NA,Sin Presencia
86001,2011,49.394906,16.464968666666667,6,2,NA,Sin Presencia
86219,2011,5,5,1,1,NA,Sin Presencia
86320,2011,31.9,15.95,10,5,1,Con Presencia
86568,2011,49.5082,16.502733333333335,17,5.666666666666667,1,Con Presencia
86569,2011,6.8,3.4,4,2,NA,Sin Presencia
86571,2011,14.8,7.4,2,1,NA,Sin Presencia
86573,2011,90.54,30.18,11,3.6666666666666665,NA,Sin Presencia
86749,2011,6,3,2,1,NA,Sin Presencia
86755,2011,22.5,22.5,2,2,NA,Sin Presencia
86757,2011,3.8712,1.9356,2,1,1,Con Presencia
86760,2011,17.15,5.716666666666667,5,1.6666666666666667,NA,Sin Presencia
86865,2011,41.6292,10.4073,16,4,1,Con Presencia
86885,2011,10,5,3,1.5,NA,Sin Presencia
88001,2011,0,0,0,0,NA,Sin Presencia
88564,2011,35,35,8,8,NA,Sin Presencia
91001,2011,95.613085,23.90327125,12,3,NA,Sin Presencia
91263,2011,0,0,0,0,NA,Sin Presencia
91405,2011,0,0,0,0,NA,Sin Presencia
91407,2011,0,0,0,0,NA,Sin Presencia
91430,2011,0,0,0,0,NA,Sin Presencia
91460,2011,0,0,0,0,NA,Sin Presencia
91530,2011,0,0,0,0,NA,Sin Presencia
91536,2011,0,0,0,0,NA,Sin Presencia
91540,2011,0,0,0,0,NA,Sin Presencia
91669,2011,0,0,0,0,NA,Sin Presencia
91798,2011,0,0,0,0,NA,Sin Presencia
94001,2011,6.50961,6.50961,3,3,NA,Sin Presencia
94343,2011,0,0,0,0,NA,Sin Presencia
94883,2011,0,0,0,0,NA,Sin Presencia
94884,2011,0,0,0,0,NA,Sin Presencia
94885,2011,0,0,0,0,NA,Sin Presencia
94886,2011,0,0,0,0,NA,Sin Presencia
94887,2011,0,0,0,0,NA,Sin Presencia
94888,2011,0,0,0,0,NA,Sin Presencia
95001,2011,24.4904,8.163466666666666,9,3,1,Con Presencia
95015,2011,14,7,7,3.5,NA,Sin Presencia
95025,2011,0,0,0,0,1,Con Presencia
95200,2011,10.3,5.15,3,1.5,1,Con Presencia
97001,2011,46,46,2,2,NA,Sin Presencia
97161,2011,15,15,1,1,NA,Sin Presencia
97511,2011,0,0,0,0,NA,Sin Presencia
97666,2011,5,5,1,1,NA,Sin Presencia
97777,2011,0,0,0,0,NA,Sin Presencia
97889,2011,0,0,0,0,NA,Sin Presencia
99001,2011,34.38,11.46,18,6,1,Con Presencia
99524,2011,0,0,0,0,NA,Sin Presencia
99624,2011,45.4,22.7,11,5.5,NA,Sin Presencia
99773,2011,10.53,10.53,2,2,NA,Sin Presencia
5001,2015,2990.565298,498.42754966666666,217,36.166666666666664,NA,Sin Presencia
5002,2015,59.5,19.833333333333332,9,3,NA,Sin Presencia
5004,2015,0,0,0,0,NA,Sin Presencia
5021,2015,0,0,0,0,NA,Sin Presencia
5030,2015,15,15,3,3,NA,Sin Presencia
5031,2015,65.904879,32.9524395,17,8.5,NA,Sin Presencia
5034,2015,20,20,2,2,NA,Sin Presencia
5036,2015,0,0,0,0,NA,Sin Presencia
5038,2015,16.3,16.3,6,6,NA,Sin Presencia
5040,2015,44,44,8,8,1,Con Presencia
5042,2015,9.15,2.2875,6,1.5,NA,Sin Presencia
5044,2015,0,0,0,0,NA,Sin Presencia
5045,2015,808.846526,134.80775433333335,74,12.333333333333334,1,Con Presencia
5051,2015,136.235181,68.1175905,19,9.5,NA,Sin Presencia
5055,2015,6.8,6.8,3,3,NA,Sin Presencia
5059,2015,2.9,2.9,1,1,NA,Sin Presencia
5079,2015,1.7,1.7,1,1,NA,Sin Presencia
5086,2015,17,8.5,3,1.5,NA,Sin Presencia
5088,2015,552.0765,276.03825,18,9,NA,Sin Presencia
5091,2015,0,0,0,0,NA,Sin Presencia
5093,2015,27.028,13.514,34,17,NA,Sin Presencia
5101,2015,66.7675,33.38375,10,5,NA,Sin Presencia
5107,2015,0,0,0,0,1,Con Presencia
5113,2015,5.1,2.55,5,2.5,NA,Sin Presencia
5120,2015,22.5,11.25,3,1.5,NA,Sin Presencia
5125,2015,5,5,1,1,1,Con Presencia
5129,2015,71.812172,17.953043,12,3,NA,Sin Presencia
5134,2015,3,3,1,1,1,Con Presencia
5138,2015,0,0,0,0,NA,Sin Presencia
5142,2015,4.8244,4.8244,3,3,NA,Sin Presencia
5145,2015,19,9.5,2,1,NA,Sin Presencia
5147,2015,142.638095,47.546031666666664,19,6.333333333333333,NA,Sin Presencia
5148,2015,10.8,10.8,7,7,NA,Sin Presencia
5150,2015,21.76,10.88,5,2.5,NA,Sin Presencia
5154,2015,3,3,1,1,NA,Sin Presencia
5172,2015,96.1,48.05,4,2,NA,Sin Presencia
5190,2015,16,8,4,2,NA,Sin Presencia
5197,2015,3.3,3.3,3,3,NA,Sin Presencia
5206,2015,1,1,1,1,NA,Sin Presencia
5209,2015,0,0,0,0,NA,Sin Presencia
5212,2015,365.701034,182.850517,27,13.5,NA,Sin Presencia
5234,2015,9,9,1,1,1,Con Presencia
5237,2015,23,11.5,4,2,NA,Sin Presencia
5240,2015,28,28,7,7,NA,Sin Presencia
5250,2015,108,108,5,5,NA,Sin Presencia
5264,2015,19.75,9.875,7,3.5,NA,Sin Presencia
5266,2015,153.75,51.25,19,6.333333333333333,NA,Sin Presencia
5282,2015,33.32,8.33,30,7.5,NA,Sin Presencia
5284,2015,10,10,2,2,NA,Sin Presencia
5306,2015,0,0,0,0,NA,Sin Presencia
5308,2015,163.3162,54.43873333333334,17,5.666666666666667,NA,Sin Presencia
5310,2015,22.01,22.01,18,18,NA,Sin Presencia
5313,2015,22.5,11.25,4,2,NA,Sin Presencia
5315,2015,10,5,3,1.5,1,Con Presencia
5318,2015,17.131328,4.282832,5,1.25,NA,Sin Presencia
5321,2015,46.3,23.15,23,11.5,NA,Sin Presencia
5347,2015,0,0,0,0,NA,Sin Presencia
5353,2015,0.5,0.5,1,1,NA,Sin Presencia
5360,2015,212.468,70.82266666666668,14,4.666666666666667,NA,Sin Presencia
5361,2015,29.459,14.7295,27,13.5,1,Con Presencia
5364,2015,0,0,0,0,NA,Sin Presencia
5368,2015,21.05,10.525,9,4.5,NA,Sin Presencia
5376,2015,33.7981,33.7981,16,16,NA,Sin Presencia
5380,2015,3.569,3.569,4,4,NA,Sin Presencia
5390,2015,0.4,0.4,1,1,NA,Sin Presencia
5400,2015,0,0,0,0,NA,Sin Presencia
5411,2015,10,10,1,1,NA,Sin Presencia
5425,2015,0,0,0,0,NA,Sin Presencia
5440,2015,53,17.666666666666668,8,2.6666666666666665,NA,Sin Presencia
5467,2015,0,0,0,0,NA,Sin Presencia
5475,2015,54.988,54.988,3,3,NA,Sin Presencia
5480,2015,0,0,0,0,1,Con Presencia
5483,2015,0,0,0,0,NA,Sin Presencia
5490,2015,215.109288,43.021857600000004,31,6.2,NA,Sin Presencia
5495,2015,44.5,44.5,21,21,NA,Sin Presencia
5501,2015,7.42,7.42,2,2,NA,Sin Presencia
5541,2015,18.775559,6.258519666666667,5,1.6666666666666667,NA,Sin Presencia
5543,2015,50.69,25.345,8,4,NA,Sin Presencia
5576,2015,0,0,0,0,NA,Sin Presencia
5579,2015,44.02,22.01,14,7,NA,Sin Presencia
5585,2015,113.65,56.825,14,7,NA,Sin Presencia
5591,2015,32.82,10.94,6,2,NA,Sin Presencia
5604,2015,10.746055,5.3730275,4,2,NA,Sin Presencia
5607,2015,21.4,21.4,4,4,NA,Sin Presencia
5615,2015,417.355721,208.6778605,47,23.5,NA,Sin Presencia
5628,2015,13.5,6.75,10,5,NA,Sin Presencia
5631,2015,425.4,212.7,49,24.5,NA,Sin Presencia
5642,2015,9.4,9.4,2,2,NA,Sin Presencia
5647,2015,0,0,0,0,1,Con Presencia
5649,2015,36,18,5,2.5,NA,Sin Presencia
5652,2015,2.1,2.1,2,2,NA,Sin Presencia
5656,2015,62.4,20.8,35,11.666666666666666,NA,Sin Presencia
5658,2015,0,0,0,0,NA,Sin Presencia
5659,2015,39,39,6,6,NA,Sin Presencia
5660,2015,16.1,5.366666666666667,7,2.3333333333333335,NA,Sin Presencia
5664,2015,27.69,9.23,12,4,NA,Sin Presencia
5665,2015,46.528,15.509333333333334,6,2,NA,Sin Presencia
5667,2015,10,10,2,2,NA,Sin Presencia
5670,2015,0.1,0.1,1,1,NA,Sin Presencia
5674,2015,78.75656,39.37828,7,3.5,NA,Sin Presencia
5679,2015,0,0,0,0,NA,Sin Presencia
5686,2015,36.95,12.316666666666666,14,4.666666666666667,NA,Sin Presencia
5690,2015,0,0,0,0,NA,Sin Presencia
5697,2015,24,24,3,3,NA,Sin Presencia
5736,2015,96.3,48.15,23,11.5,NA,Sin Presencia
5756,2015,79.095,39.5475,9,4.5,NA,Sin Presencia
5761,2015,11.2,3.7333333333333334,6,2,NA,Sin Presencia
5789,2015,28,28,3,3,NA,Sin Presencia
5790,2015,46.68,23.34,9,4.5,NA,Sin Presencia
5792,2015,0,0,0,0,NA,Sin Presencia
5809,2015,8.115,4.0575,2,1,NA,Sin Presencia
5819,2015,3,3,1,1,1,Con Presencia
5837,2015,826.95,206.7375,83,20.75,NA,Sin Presencia
5842,2015,4.99,4.99,1,1,NA,Sin Presencia
5847,2015,0,0,0,0,NA,Sin Presencia
5854,2015,32.87,10.956666666666665,7,2.3333333333333335,1,Con Presencia
5856,2015,55.2,18.4,12,4,NA,Sin Presencia
5858,2015,0,0,0,0,NA,Sin Presencia
5861,2015,62.5,31.25,13,6.5,NA,Sin Presencia
5873,2015,72,36,9,4.5,1,Con Presencia
5885,2015,2,2,1,1,NA,Sin Presencia
5887,2015,17.1,5.7,4,1.3333333333333333,1,Con Presencia
5890,2015,0,0,0,0,NA,Sin Presencia
5893,2015,55.454363,13.86359075,19,4.75,1,Con Presencia
5895,2015,44.39,22.195,8,4,NA,Sin Presencia
8001,2015,78.0429,39.02145,5,2.5,NA,Sin Presencia
8078,2015,82,41,7,3.5,NA,Sin Presencia
8137,2015,74.4,74.4,6,6,NA,Sin Presencia
8141,2015,0.1,0.1,1,1,NA,Sin Presencia
8296,2015,0,0,0,0,NA,Sin Presencia
8372,2015,0,0,0,0,NA,Sin Presencia
8421,2015,0,0,0,0,NA,Sin Presencia
8433,2015,122.54,30.635,14,3.5,NA,Sin Presencia
8436,2015,0.1,0.1,1,1,NA,Sin Presencia
8520,2015,15.95624,5.318746666666667,5,1.6666666666666667,NA,Sin Presencia
8549,2015,5.1,2.55,2,1,NA,Sin Presencia
8558,2015,46.3,23.15,6,3,NA,Sin Presencia
8560,2015,5,5,1,1,NA,Sin Presencia
8573,2015,67.545,22.515,12,4,NA,Sin Presencia
8606,2015,20,20,4,4,NA,Sin Presencia
8634,2015,0,0,0,0,NA,Sin Presencia
8638,2015,167.287894,83.643947,17,8.5,NA,Sin Presencia
8675,2015,43.5,43.5,7,7,NA,Sin Presencia
8685,2015,7.45,3.725,3,1.5,NA,Sin Presencia
8758,2015,251.78,62.945,23,5.75,NA,Sin Presencia
8770,2015,9.1,4.55,2,1,NA,Sin Presencia
8832,2015,7.1,7.1,3,3,NA,Sin Presencia
8849,2015,3.1,1.55,2,1,NA,Sin Presencia
11001,2015,8195.62706083,1024.45338260375,341,42.625,NA,Sin Presencia
13001,2015,2504.376215,357.7680307142857,133,19,NA,Sin Presencia
13006,2015,36,36,4,4,NA,Sin Presencia
13030,2015,0,0,0,0,NA,Sin Presencia
13042,2015,0,0,0,0,NA,Sin Presencia
13052,2015,40.61,10.1525,4,1,NA,Sin Presencia
13062,2015,0,0,0,0,NA,Sin Presencia
13074,2015,16,16,6,6,NA,Sin Presencia
13140,2015,0,0,0,0,NA,Sin Presencia
13160,2015,148.2,37.05,16,4,NA,Sin Presencia
13188,2015,0,0,0,0,NA,Sin Presencia
13212,2015,50,50,3,3,NA,Sin Presencia
13222,2015,3,3,1,1,NA,Sin Presencia
13244,2015,128.32,64.16,17,8.5,NA,Sin Presencia
13248,2015,0,0,0,0,NA,Sin Presencia
13268,2015,8,8,1,1,NA,Sin Presencia
13300,2015,8.6,8.6,1,1,NA,Sin Presencia
13430,2015,324.033574,81.0083935,24,6,NA,Sin Presencia
13433,2015,325,325,3,3,NA,Sin Presencia
13440,2015,0,0,0,0,NA,Sin Presencia
13442,2015,57.6,14.4,7,1.75,NA,Sin Presencia
13458,2015,0,0,0,0,NA,Sin Presencia
13468,2015,0,0,0,0,NA,Sin Presencia
13473,2015,16.64,8.32,3,1.5,NA,Sin Presencia
13490,2015,0,0,0,0,NA,Sin Presencia
13549,2015,0.2,0.2,1,1,NA,Sin Presencia
13580,2015,0,0,0,0,NA,Sin Presencia
13600,2015,0,0,0,0,NA,Sin Presencia
13620,2015,0,0,0,0,NA,Sin Presencia
13647,2015,21,21,3,3,NA,Sin Presencia
13650,2015,0,0,0,0,NA,Sin Presencia
13654,2015,0,0,0,0,NA,Sin Presencia
13655,2015,58.445,58.445,8,8,NA,Sin Presencia
13657,2015,39.2525,19.62625,9,4.5,NA,Sin Presencia
13667,2015,27.7,27.7,3,3,NA,Sin Presencia
13670,2015,60.06,15.015,10,2.5,NA,Sin Presencia
13673,2015,9,9,1,1,NA,Sin Presencia
13683,2015,10,10,1,1,NA,Sin Presencia
13688,2015,35,35,9,9,1,Con Presencia
13744,2015,8.70084,4.35042,4,2,NA,Sin Presencia
13760,2015,0,0,0,0,NA,Sin Presencia
13780,2015,0.9,0.45,2,1,NA,Sin Presencia
13810,2015,4,4,1,1,NA,Sin Presencia
13836,2015,28.153444,9.384481333333333,8,2.6666666666666665,NA,Sin Presencia
13838,2015,29.765,14.8825,5,2.5,NA,Sin Presencia
13873,2015,0.5,0.5,1,1,NA,Sin Presencia
13894,2015,0,0,0,0,NA,Sin Presencia
15001,2015,315.331,157.6655,58,29,NA,Sin Presencia
15022,2015,20,20,1,1,NA,Sin Presencia
15047,2015,0,0,0,0,NA,Sin Presencia
15051,2015,5.4,2.7,2,1,NA,Sin Presencia
15087,2015,0,0,0,0,NA,Sin Presencia
15090,2015,0,0,0,0,NA,Sin Presencia
15092,2015,0.1,0.1,1,1,NA,Sin Presencia
15097,2015,0,0,0,0,NA,Sin Presencia
15104,2015,0,0,0,0,NA,Sin Presencia
15106,2015,0,0,0,0,NA,Sin Presencia
15109,2015,0,0,0,0,NA,Sin Presencia
15114,2015,0,0,0,0,NA,Sin Presencia
15131,2015,0,0,0,0,NA,Sin Presencia
15135,2015,5,5,2,2,NA,Sin Presencia
15162,2015,0,0,0,0,NA,Sin Presencia
15172,2015,13.2,13.2,8,8,NA,Sin Presencia
15176,2015,0,0,0,0,NA,Sin Presencia
15180,2015,0,0,0,0,NA,Sin Presencia
15183,2015,0,0,0,0,NA,Sin Presencia
15185,2015,0,0,0,0,NA,Sin Presencia
15187,2015,16,8,4,2,NA,Sin Presencia
15189,2015,0,0,0,0,NA,Sin Presencia
15204,2015,0,0,0,0,NA,Sin Presencia
15212,2015,0.1,0.1,1,1,NA,Sin Presencia
15215,2015,0,0,0,0,NA,Sin Presencia
15218,2015,0,0,0,0,NA,Sin Presencia
15223,2015,0,0,0,0,NA,Sin Presencia
15224,2015,2.5,2.5,3,3,NA,Sin Presencia
15226,2015,0,0,0,0,NA,Sin Presencia
15232,2015,0,0,0,0,NA,Sin Presencia
15236,2015,0,0,0,0,NA,Sin Presencia
15238,2015,60.5823,20.1941,7,2.3333333333333335,NA,Sin Presencia
15244,2015,0,0,0,0,NA,Sin Presencia
15248,2015,0,0,0,0,NA,Sin Presencia
15272,2015,0.725,0.725,2,2,NA,Sin Presencia
15276,2015,0,0,0,0,NA,Sin Presencia
15293,2015,0,0,0,0,NA,Sin Presencia
15296,2015,0,0,0,0,NA,Sin Presencia
15299,2015,12.3,6.15,4,2,NA,Sin Presencia
15317,2015,0,0,0,0,NA,Sin Presencia
15322,2015,1,1,1,1,NA,Sin Presencia
15325,2015,0,0,0,0,NA,Sin Presencia
15332,2015,0,0,0,0,NA,Sin Presencia
15362,2015,0,0,0,0,NA,Sin Presencia
15367,2015,0,0,0,0,NA,Sin Presencia
15368,2015,21,21,2,2,NA,Sin Presencia
15377,2015,4.5,4.5,4,4,NA,Sin Presencia
15380,2015,0,0,0,0,NA,Sin Presencia
15401,2015,13.45,6.725,3,1.5,NA,Sin Presencia
15403,2015,0,0,0,0,NA,Sin Presencia
15407,2015,19.2,6.4,16,5.333333333333333,NA,Sin Presencia
15425,2015,0,0,0,0,NA,Sin Presencia
15442,2015,0,0,0,0,NA,Sin Presencia
15455,2015,0,0,0,0,NA,Sin Presencia
15464,2015,15.910024,15.910024,2,2,NA,Sin Presencia
15466,2015,0,0,0,0,NA,Sin Presencia
15469,2015,0,0,0,0,NA,Sin Presencia
15476,2015,0,0,0,0,NA,Sin Presencia
15480,2015,0,0,0,0,NA,Sin Presencia
15491,2015,21.19,10.595,15,7.5,NA,Sin Presencia
15494,2015,0,0,0,0,NA,Sin Presencia
15500,2015,0,0,0,0,NA,Sin Presencia
15507,2015,0.2,0.2,1,1,NA,Sin Presencia
15511,2015,0,0,0,0,NA,Sin Presencia
15514,2015,1,1,1,1,NA,Sin Presencia
15516,2015,1,1,1,1,NA,Sin Presencia
15518,2015,0,0,0,0,1,Con Presencia
15522,2015,0.2,0.2,1,1,NA,Sin Presencia
15531,2015,0,0,0,0,NA,Sin Presencia
15533,2015,0,0,0,0,NA,Sin Presencia
15537,2015,40,40,4,4,NA,Sin Presencia
15542,2015,0,0,0,0,NA,Sin Presencia
15550,2015,0,0,0,0,1,Con Presencia
15572,2015,16,8,5,2.5,NA,Sin Presencia
15580,2015,0,0,0,0,NA,Sin Presencia
15599,2015,0,0,0,0,NA,Sin Presencia
15600,2015,0,0,0,0,NA,Sin Presencia
15621,2015,0,0,0,0,NA,Sin Presencia
15632,2015,0,0,0,0,NA,Sin Presencia
15638,2015,0.3,0.3,1,1,NA,Sin Presencia
15646,2015,0,0,0,0,NA,Sin Presencia
15660,2015,0.2,0.2,1,1,NA,Sin Presencia
15664,2015,5,5,1,1,NA,Sin Presencia
15667,2015,10.191,10.191,7,7,NA,Sin Presencia
15673,2015,0.2,0.2,1,1,NA,Sin Presencia
15676,2015,0,0,0,0,NA,Sin Presencia
15681,2015,0,0,0,0,NA,Sin Presencia
15686,2015,28.799902850000002,28.799902850000002,11,11,NA,Sin Presencia
15690,2015,0,0,0,0,NA,Sin Presencia
15693,2015,0,0,0,0,NA,Sin Presencia
15696,2015,0,0,0,0,NA,Sin Presencia
15720,2015,1.6,1.6,1,1,NA,Sin Presencia
15723,2015,0,0,0,0,NA,Sin Presencia
15740,2015,0.1,0.1,1,1,NA,Sin Presencia
15753,2015,0,0,0,0,NA,Sin Presencia
15755,2015,54,54,1,1,NA,Sin Presencia
15757,2015,0.2,0.2,1,1,NA,Sin Presencia
15759,2015,231.431021,38.571836833333336,22,3.6666666666666665,NA,Sin Presencia
15761,2015,0,0,0,0,NA,Sin Presencia
15762,2015,0,0,0,0,NA,Sin Presencia
15763,2015,9.4,9.4,1,1,NA,Sin Presencia
15764,2015,0,0,0,0,NA,Sin Presencia
15774,2015,0,0,0,0,NA,Sin Presencia
15776,2015,2.2,2.2,1,1,NA,Sin Presencia
15778,2015,0,0,0,0,NA,Sin Presencia
15790,2015,0,0,0,0,NA,Sin Presencia
15798,2015,0,0,0,0,NA,Sin Presencia
15804,2015,0.1,0.1,1,1,NA,Sin Presencia
15806,2015,0,0,0,0,NA,Sin Presencia
15808,2015,0,0,0,0,NA,Sin Presencia
15810,2015,0,0,0,0,NA,Sin Presencia
15814,2015,0,0,0,0,NA,Sin Presencia
15816,2015,0,0,0,0,NA,Sin Presencia
15820,2015,0.3,0.3,1,1,NA,Sin Presencia
15822,2015,4,4,1,1,NA,Sin Presencia
15832,2015,11,11,3,3,NA,Sin Presencia
15835,2015,0,0,0,0,NA,Sin Presencia
15837,2015,0,0,0,0,NA,Sin Presencia
15839,2015,0,0,0,0,NA,Sin Presencia
15842,2015,0,0,0,0,NA,Sin Presencia
15861,2015,0,0,0,0,NA,Sin Presencia
15879,2015,5.14,2.57,4,2,NA,Sin Presencia
15897,2015,0,0,0,0,NA,Sin Presencia
17001,2015,676.796142,169.1990355,71,17.75,NA,Sin Presencia
17013,2015,26.7,26.7,3,3,NA,Sin Presencia
17042,2015,5,5,1,1,NA,Sin Presencia
17050,2015,7.1,7.1,1,1,NA,Sin Presencia
17088,2015,25.8,12.9,4,2,NA,Sin Presencia
17174,2015,35.1,11.7,9,3,NA,Sin Presencia
17272,2015,0,0,0,0,NA,Sin Presencia
17380,2015,242.951868,80.983956,22,7.333333333333333,NA,Sin Presencia
17388,2015,0,0,0,0,NA,Sin Presencia
17433,2015,51,25.5,12,6,NA,Sin Presencia
17442,2015,3.05,3.05,1,1,NA,Sin Presencia
17444,2015,5.5,5.5,3,3,NA,Sin Presencia
17446,2015,0,0,0,0,NA,Sin Presencia
17486,2015,45.92,22.96,18,9,NA,Sin Presencia
17495,2015,0,0,0,0,NA,Sin Presencia
17513,2015,10,10,1,1,NA,Sin Presencia
17524,2015,0,0,0,0,NA,Sin Presencia
17541,2015,0,0,0,0,NA,Sin Presencia
17614,2015,24.718,12.359,5,2.5,NA,Sin Presencia
17616,2015,0,0,0,0,NA,Sin Presencia
17653,2015,14.1,7.05,3,1.5,NA,Sin Presencia
17662,2015,19,19,2,2,NA,Sin Presencia
17665,2015,0,0,0,0,NA,Sin Presencia
17777,2015,29.6,14.8,6,3,NA,Sin Presencia
17867,2015,0,0,0,0,NA,Sin Presencia
17873,2015,53.3,26.65,7,3.5,NA,Sin Presencia
17877,2015,0,0,0,0,NA,Sin Presencia
18001,2015,474.46429,79.07738166666667,30,5,1,Con Presencia
18029,2015,25.7,12.85,5,2.5,NA,Sin Presencia
18094,2015,23.5,11.75,9,4.5,NA,Sin Presencia
18150,2015,20.1,10.05,4,2,NA,Sin Presencia
18205,2015,5,5,1,1,NA,Sin Presencia
18247,2015,29.18705,29.18705,5,5,1,Con Presencia
18256,2015,1.2,0.6,2,1,NA,Sin Presencia
18410,2015,0,0,0,0,1,Con Presencia
18460,2015,0,0,0,0,NA,Sin Presencia
18479,2015,30.7,30.7,6,6,NA,Sin Presencia
18592,2015,0.1,0.1,1,1,1,Con Presencia
18610,2015,7,7,1,1,NA,Sin Presencia
18753,2015,7.7,7.7,2,2,1,Con Presencia
18756,2015,5.55,5.55,7,7,1,Con Presencia
18785,2015,15.35,7.675,5,2.5,NA,Sin Presencia
18860,2015,0.2,0.2,1,1,NA,Sin Presencia
19001,2015,56.78356,18.92785333333333,26,8.666666666666666,NA,Sin Presencia
19022,2015,26.4,26.4,3,3,NA,Sin Presencia
19050,2015,0,0,0,0,1,Con Presencia
19075,2015,88,44,6,3,1,Con Presencia
19100,2015,51,51,5,5,NA,Sin Presencia
19110,2015,0,0,0,0,1,Con Presencia
19130,2015,21.42,10.71,4,2,1,Con Presencia
19137,2015,31.0914,15.5457,4,2,1,Con Presencia
19142,2015,51.61,51.61,26,26,1,Con Presencia
19212,2015,20,20,1,1,1,Con Presencia
19256,2015,22.1,22.1,8,8,1,Con Presencia
19290,2015,0,0,0,0,NA,Sin Presencia
19300,2015,74.57,37.285,8,4,1,Con Presencia
19318,2015,96.008,19.2016,13,2.6,1,Con Presencia
19355,2015,36.8,18.4,5,2.5,NA,Sin Presencia
19364,2015,42.23,21.115,9,4.5,1,Con Presencia
19392,2015,18.2,9.1,2,1,NA,Sin Presencia
19397,2015,0,0,0,0,NA,Sin Presencia
