,,amount,amount,no_of_donors,no_of_donors
SANTANDER,PUERTO PARRA,4340444.0,868088.8,13,2.6
SANTANDER,PUERTO WILCHES,55800000.0,13950000.0,15,3.75
SANTANDER,RIONEGRO,84950000.0,28316666.666666668,14,4.666666666666667
SANTANDER,SABANA DE TORRES,94374000.0,18874800.0,42,8.4
SANTANDER,SAN ANDRES,32559000.0,10853000.0,10,3.3333333333333335
SANTANDER,SAN GIL,123510499.0,41170166.333333336,9,3.0
SANTANDER,SAN JOAQUIN,100000.0,100000.0,1,1.0
SANTANDER,SAN JOSE DE MIRANDA,500000.0,500000.0,1,1.0
SANTANDER,SANTA BARBARA,1000000.0,1000000.0,2,2.0
SANTANDER,SANTA HELENA DEL OPON,600000.0,200000.0,3,1.0
SANTANDER,SIMACOTA,7675000.0,2558333.3333333335,6,2.0
SANTANDER,SOCORRO,36730000.0,12243333.333333334,21,7.0
SANTANDER,SUAITA,5250000.0,5250000.0,3,3.0
SANTANDER,VALLE DE SAN JOSE,175000.0,87500.0,2,1.0
SANTANDER,VETAS,3000000.0,3000000.0,1,1.0
SUCRE,BUENAVISTA,500000.0,500000.0,1,1.0
SUCRE,CAIMITO,70000000.0,35000000.0,5,2.5
SUCRE,CHALAN,7600000.0,2533333.3333333335,3,1.0
SUCRE,COLOSO (RICAURTE),2800000.0,2800000.0,2,2.0
SUCRE,COROZAL,149506232.0,37376558.0,21,5.25
SUCRE,COVEÑAS,78410603.0,19602650.75,14,3.5
SUCRE,GALERAS (NUEVA GRANADA),38100000.0,19050000.0,9,4.5
SUCRE,GUARANDA,10200000.0,5100000.0,3,1.5
SUCRE,LA UNION,14000000.0,14000000.0,3,3.0
SUCRE,LOS PALMITOS,51050000.0,25525000.0,6,3.0
SUCRE,MAJAGUAL,58770500.0,19590166.666666668,8,2.6666666666666665
SUCRE,MORROA,3000000.0,3000000.0,1,1.0
SUCRE,OVEJAS,250000.0,125000.0,2,1.0
SUCRE,PALMITO,14425000.0,7212500.0,6,3.0
SUCRE,SAMPUES,25800000.0,6450000.0,7,1.75
SUCRE,SAN BENITO ABAD,62800000.0,15700000.0,9,2.25
SUCRE,SAN JUAN DE BETULIA (BETULIA),5750000.0,1437500.0,4,1.0
SUCRE,SAN MARCOS,114650000.0,114650000.0,11,11.0
SUCRE,SAN ONOFRE,45200000.0,22600000.0,4,2.0
SUCRE,SAN PEDRO,27880000.0,27880000.0,3,3.0
SUCRE,SINCE,36100000.0,18050000.0,4,2.0
SUCRE,SINCELEJO,522798832.0,104559766.4,33,6.6
SUCRE,SUCRE,3000000.0,1500000.0,3,1.5
SUCRE,TOLU,26677888.0,8892629.333333334,7,2.3333333333333335
SUCRE,TOLUVIEJO,70850000.0,70850000.0,7,7.0
TOLIMA,ALPUJARRA,1500000.0,750000.0,2,1.0
TOLIMA,ALVARADO,36500000.0,36500000.0,5,5.0
TOLIMA,ANZOATEGUI,4750000.0,1583333.3333333333,4,1.3333333333333333
TOLIMA,ARMERO (GUAYABAL),4000000.0,2000000.0,3,1.5
TOLIMA,ATACO,18000000.0,18000000.0,4,4.0
TOLIMA,CAJAMARCA,2180000.0,1090000.0,2,1.0
TOLIMA,CARMEN DE APICALA,100600000.0,50300000.0,2,1.0
TOLIMA,CASABIANCA,73549000.0,36774500.0,5,2.5
TOLIMA,CHAPARRAL,173500000.0,57833333.333333336,18,6.0
TOLIMA,COELLO,5200000.0,5200000.0,3,3.0
TOLIMA,COYAIMA,41200000.0,13733333.333333334,9,3.0
TOLIMA,CUNDAY,10200000.0,5100000.0,2,1.0
TOLIMA,DOLORES,6000000.0,6000000.0,3,3.0
TOLIMA,ESPINAL,198416361.0,39683272.2,63,12.6
TOLIMA,FALAN,51680000.0,51680000.0,9,9.0
TOLIMA,FLANDES,51200000.0,17066666.666666668,7,2.3333333333333335
TOLIMA,FRESNO,33800000.0,11266666.666666666,10,3.3333333333333335
TOLIMA,GUAMO,110410000.0,18401666.666666668,19,3.1666666666666665
TOLIMA,HERVEO,20550000.0,6850000.0,8,2.6666666666666665
TOLIMA,HONDA,8000000.0,2666666.6666666665,3,1.0
TOLIMA,IBAGUE,732515717.0,81390635.22222222,87,9.666666666666666
TOLIMA,ICONONZO,110200000.0,55100000.0,29,14.5
TOLIMA,LERIDA,130572270.0,32643067.5,13,3.25
TOLIMA,LIBANO,75200000.0,25066666.666666668,5,1.6666666666666667
TOLIMA,MARIQUITA,13052300.0,4350766.666666667,15,5.0
TOLIMA,MELGAR,65590000.0,32795000.0,7,3.5
TOLIMA,MURILLO,11239000.0,5619500.0,4,2.0
TOLIMA,NATAGAIMA,9500000.0,4750000.0,4,2.0
TOLIMA,ORTEGA,80760000.0,26920000.0,15,5.0
TOLIMA,PALOCABILDO,10000000.0,10000000.0,1,1.0
TOLIMA,PIEDRAS,2300000.0,1150000.0,5,2.5
TOLIMA,PLANADAS,2000000.0,1000000.0,2,1.0
TOLIMA,PRADO,3500000.0,3500000.0,1,1.0
TOLIMA,PURIFICACION,36520000.0,18260000.0,9,4.5
TOLIMA,RIOBLANCO,41000000.0,13666666.666666666,8,2.6666666666666665
TOLIMA,RONCESVALLES,250000.0,250000.0,1,1.0
TOLIMA,ROVIRA,7975000.0,3987500.0,4,2.0
TOLIMA,SALDAÑA,27500000.0,13750000.0,6,3.0
TOLIMA,SAN ANTONIO,6000000.0,6000000.0,4,4.0
TOLIMA,SANTA ISABEL,14161071.0,7080535.5,5,2.5
TOLIMA,SUAREZ,20489195.0,6829731.666666667,11,3.6666666666666665
TOLIMA,VALLE DE SAN JUAN,55055300.0,55055300.0,8,8.0
TOLIMA,VENADILLO,11637000.0,5818500.0,7,3.5
TOLIMA,VILLAHERMOSA,43000000.0,21500000.0,5,2.5
TOLIMA,VILLARRICA,550000.0,550000.0,1,1.0
VALLE,ANDALUCIA,3663000.0,3663000.0,1,1.0
VALLE,BUENAVENTURA,442990000.0,73831666.66666667,25,4.166666666666667
VALLE,BUGA,251398000.0,83799333.33333333,23,7.666666666666667
VALLE,BUGALAGRANDE,2100000.0,700000.0,5,1.6666666666666667
VALLE,CAICEDONIA,1000000.0,1000000.0,1,1.0
VALLE,CALI,2466381404.0,411063567.3333333,209,34.833333333333336
VALLE,CALIMA (DARIEN),45337208.0,11334302.0,18,4.5
VALLE,CANDELARIA,216095900.0,36015983.333333336,33,5.5
VALLE,CARTAGO,107679211.0,26919802.75,26,6.5
VALLE,DAGUA,25901040.0,8633680.0,10,3.3333333333333335
VALLE,EL AGUILA,10428116.0,5214058.0,3,1.5
VALLE,EL CAIRO,5350000.0,1337500.0,6,1.5
VALLE,EL CERRITO,5600000.0,1866666.6666666667,4,1.3333333333333333
VALLE,EL DOVIO,3750000.0,1875000.0,4,2.0
VALLE,FLORIDA,148420000.0,29684000.0,21,4.2
VALLE,GINEBRA,450000.0,450000.0,2,2.0
VALLE,GUACARI,44144000.0,11036000.0,8,2.0
VALLE,JAMUNDI,330992081.0,66198416.2,33,6.6
VALLE,LA UNION,67125000.0,22375000.0,12,4.0
VALLE,LA VICTORIA,18200000.0,9100000.0,6,3.0
VALLE,OBANDO,1900000.0,950000.0,3,1.5
VALLE,PALMIRA,404890823.0,80978164.6,49,9.8
VALLE,PRADERA,176580000.0,44145000.0,34,8.5
VALLE,RIOFRIO,6400000.0,1280000.0,6,1.2
VALLE,SAN PEDRO,10000000.0,5000000.0,10,5.0
VALLE,SEVILLA,4730000.0,1182500.0,8,2.0
VALLE,TORO,40200000.0,20100000.0,2,1.0
VALLE,TRUJILLO,2595200.0,2595200.0,2,2.0
VALLE,TULUA,278956000.0,69739000.0,44,11.0
VALLE,VERSALLES,7600000.0,3800000.0,6,3.0
VALLE,VIJES,300000.0,300000.0,2,2.0
VALLE,YOTOCO,32500000.0,16250000.0,9,4.5
VALLE,YUMBO,239022000.0,47804400.0,24,4.8
VALLE,ZARZAL,10800000.0,3600000.0,3,1.0
VAUPES,CARURU,300000.0,150000.0,2,1.0
VAUPES,MITU,40300000.0,13433333.333333334,5,1.6666666666666667
VAUPES,TARAIRA,800000.0,800000.0,1,1.0
VICHADA,CUMARIBO,34900000.0,11633333.333333334,6,2.0
VICHADA,LA PRIMAVERA,46930100.0,15643366.666666666,16,5.333333333333333
VICHADA,PUERTO CARREÑO,18500000.0,6166666.666666667,8,2.6666666666666665
VICHADA,SANTA ROSALIA,15400000.0,7700000.0,8,4.0
