corp,dpto,name,party,wp_no
Asamblea,ATLANTICO,ALBENIS JUDITH CERVANTES GARCIA,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,1938
Asamblea,ATLANTICO,ALEXANDER  LOPEZ ALVAREZ,PARTIDO CENTRO DEMOCRATICO,1896
Asamblea,ATLANTICO,ALEXIS JESUS NAVARRO DE LA HOZ,PARTIDO CONSERVADOR COLOMBIANO,1915
Asamblea,ATLANTICO,AMIN CRISTOBAL ARIZA FONTALVO,UNIDOS PODEMOS,1956
Asamblea,ATLANTICO,ANA JACQUELINE DIMAS CARO,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,1941
Asamblea,ATLANTICO,ANA MARIA TAMARA CORRO,PARTIDO CAMBIO RADICAL,1930
Asamblea,ATLANTICO,ANDREA CAROLINE RODRIGUEZ RANGEL,UNIDOS PODEMOS,1960
Asamblea,ATLANTICO,ANGELICA MARIA DE LA ESPRIELLA VASILEF,PARTIDO CAMBIO RADICAL,1929
Asamblea,ATLANTICO,BELQUIS DENIDES OLIVEROS REYES,PARTIDO POLITICO MIRA,1942
Asamblea,ATLANTICO,BLAS ALBERTO AHUMADA BARRAZA,PARTIDO CONSERVADOR COLOMBIANO,1917
Asamblea,ATLANTICO,CARLOS ANDRES MOLINA MEJIA,PARTIDO CONSERVADOR COLOMBIANO,1916
Asamblea,ATLANTICO,CARLOS MANUEL NUÑEZ MENDOZA,PARTIDO CENTRO DEMOCRATICO,1891
Asamblea,ATLANTICO,CESAR ALEJANDRO CANO MENDOZA,PARTIDO LIBERAL COLOMBIANO,1877
Asamblea,ATLANTICO,DANIEL  SANTOS CARRILLO,PARTIDO CENTRO DEMOCRATICO,1890
Asamblea,ATLANTICO,DAVID  LOPEZ BARROS,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,1935
Asamblea,ATLANTICO,DAVID RAMON ASHTON CABRERA,PARTIDO LIBERAL COLOMBIANO,1873
Asamblea,ATLANTICO,DEISY ESTELA AREVALO MENA,PARTIDO COLOMBIA JUSTA LIBRES,1900
Asamblea,ATLANTICO,DERLIN MARIA RUBIO MEJIA,PARTIDO CENTRO DEMOCRATICO,1894
Asamblea,ATLANTICO,DIEGO RICARDO SAAVEDRA BENEDETTI,UNIDOS PODEMOS,1964
Asamblea,ATLANTICO,EDGAR DE JESUS GIL GUERRERO,UNIDOS PODEMOS,1958
Asamblea,ATLANTICO,EDITH ESTELA GONGORA MEJIA,PARTIDO CONSERVADOR COLOMBIANO,1911
Asamblea,ATLANTICO,EDUARDO ENRIQUE VALDEBLANQUEZ FONTALVO,PARTIDO LIBERAL COLOMBIANO,1879
Asamblea,ATLANTICO,EGLIS SOFIA CALDERON FREYLE,PARTIDO CONSERVADOR COLOMBIANO,1914
Asamblea,ATLANTICO,ELIANA PAOLA MORALES GONZALEZ,PARTIDO CENTRO DEMOCRATICO,1895
Asamblea,ATLANTICO,EMERITA DEL SOCORRO MEZA BARRIOS,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,1934
Asamblea,ATLANTICO,ENRIQUE ALBERTO BARRAZA OSORIO,PARTIDO LIBERAL COLOMBIANO,1880
Asamblea,ATLANTICO,ENRIQUE ANGEL CAMACHO CALDERON,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1951
Asamblea,ATLANTICO,ERIS ENRIQUE ESCORCIA BENAVIDES,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,1940
Asamblea,ATLANTICO,ESTEFANO RAUL GONZALEZ DIAZ GRANADOS,PARTIDO CAMBIO RADICAL,1923
Asamblea,ATLANTICO,EVARISTO  MARTINEZ CANTILLO,PARTIDO LIBERAL COLOMBIANO,1875
Asamblea,ATLANTICO,FAUSTINO  NAVARRO DE LAS AGUAS,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,1936
Asamblea,ATLANTICO,FEDERICO ANTONIO UCROS FERNANDEZ,PARTIDO CONSERVADOR COLOMBIANO,1907
Asamblea,ATLANTICO,FEDERMAN JOSE VIZCAINO MONTENEGRO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1948
Asamblea,ATLANTICO,FRANKLIN  PACHECO NIEBLES,PARTIDO CONSERVADOR COLOMBIANO,1913
Asamblea,ATLANTICO,FREDDY  PULGAR DAZA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1954
Asamblea,ATLANTICO,FREDY  VALENCIA ACOSTA,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,1939
Asamblea,ATLANTICO,GABRIELA AYLIN PHEREZ BOUDE,PARTIDO LIBERAL COLOMBIANO,1883
Asamblea,ATLANTICO,GERSEL LUIS PEREZ ALTAMIRANDA,PARTIDO CAMBIO RADICAL,1919
Asamblea,ATLANTICO,GINA LIZETTE AARON DE LA HOZ,PARTIDO CENTRO DEMOCRATICO,1898
Asamblea,ATLANTICO,GLADYS DEL CARMEN OLIVEROS JIMENEZ,UNIDOS PODEMOS,1963
Asamblea,ATLANTICO,GONZALO DIMAS BAUTE GONZALEZ,PARTIDO CAMBIO RADICAL,1925
