corp,dpto,name,party,wp_no
Asamblea,META,ADELA  MORENO HERNANDEZ,PARTIDO COLOMBIA JUSTA LIBRES,2801
Asamblea,META,ADRIANA ESMERALDA TRIANA BERNAL,PARTIDO COLOMBIA JUSTA LIBRES,2806
Asamblea,META,ALBA YADIRA JIMENEZ HERNANDEZ,PARTIDO ALIANZA VERDE,2840
Asamblea,META,ALEXANDER  PATIÑO GIRALDO,PARTIDO CENTRO DEMOCRATICO,2788
Asamblea,META,ALVARO ALNEIDER VANEGAS AMADOR,PARTIDO CAMBIO RADICAL,2822
Asamblea,META,ANA DELAYDA HERREÑO PERDOMO,PARTIDO CENTRO DEMOCRATICO,2794
Asamblea,META,ANGELA PAOLA NIETO GUARIN,PARTIDO ALIANZA VERDE,2832
Asamblea,META,ARLEYDA  ROBAYO DAZA,PARTIDO CAMBIO RADICAL,2829
Asamblea,META,ASCENET  DIAZ FERRO,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2797
Asamblea,META,AUGUSTO ALEJANDRO APONTE PINZON,PARTIDO COLOMBIA JUSTA LIBRES,2798
Asamblea,META,AUGUSTO ALEXANDER AYALA GUZMAN,PARTIDO CAMBIO RADICAL,2828
Asamblea,META,BIBIANA  CAMACHO ARDILA,PARTIDO CAMBIO RADICAL,2821
Asamblea,META,BLUMER ALEXANDER GARCIA BAQUERO,PARTIDO ALIANZA VERDE,2839
Asamblea,META,CARLOS  NOGUERA MARTINEZ,PARTIDO ADA,2814
Asamblea,META,CARLOS ALBERTO GARZON GARZON,PARTIDO COLOMBIA JUSTA LIBRES,2802
Asamblea,META,CARLOS ANDRES JARAMILLO SILVA,PARTIDO LIBERAL COLOMBIANO,2780
Asamblea,META,CARLOS ARTURO VALLEJO BELTRAN,PARTIDO ALIANZA VERDE,2841
Asamblea,META,CARLOS HUMBERTO OSORIO MONROY,PARTIDO CAMBIO RADICAL,2820
Asamblea,META,CARLOS HUMBERTO VIÑA ORTIZ,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,2848
Asamblea,META,CESAR AUGUSTO DUQUE DUQUE,PARTIDO CENTRO DEMOCRATICO,2789
Asamblea,META,CLAUDIA XIMENA CALDERON LEON,PARTIDO LIBERAL COLOMBIANO,2776
Asamblea,META,CRISTIAN CAMILO GOMEZ MANRIQUE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,2845
Asamblea,META,DANIEL GUILLERMO TORRES TORRES,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2855
Asamblea,META,DANIEL ISAIAS MURCIA ROJAS,PARTIDO LIBERAL COLOMBIANO,2779
Asamblea,META,DANIEL LEONARDO HERNANDEZ PULIDO,PARTIDO ADA,2809
Asamblea,META,DARLYNG OSIRIS ACEVEDO GUTIERREZ,PARTIDO ALIANZA VERDE,2838
Asamblea,META,DEYCI  VALENCIA ,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,2847
Asamblea,META,DIANA LUCIA BENJUMEA CHAMUCERO,PARTIDO CAMBIO RADICAL,2823
Asamblea,META,DIMAS  BARRERO PANDALES,PARTIDO CENTRO DEMOCRATICO,2795
Asamblea,META,DUMAR  WALTEROS GONZALEZ,PARTIDO COLOMBIA JUSTA LIBRES,2804
Asamblea,META,EDDY  BAQUERO GARCIA,PARTIDO CENTRO DEMOCRATICO,2787
Asamblea,META,EDDYLTHON IRVING GARCES REINA,PARTIDO CENTRO DEMOCRATICO,2792
Asamblea,META,EDGAR ALFONSO SALAZAR PEÑALOZA,PARTIDO CAMBIO RADICAL,2826
Asamblea,META,ELAINER  CASTAÑEDA MORENO,PARTIDO ADA,2811
Asamblea,META,EUDORO  ALVAREZ COHECHA,COALICION ALTERNATIVA POR EL META,2861
Asamblea,META,EUSEBIO  ABREO LEAL,PARTIDO COLOMBIA JUSTA LIBRES,2799
Asamblea,META,FABIO  GUEVARA MARTINEZ,PARTIDO ADA,2817
Asamblea,META,FLORIBERTO  MORA RIVEROS,PARTIDO CONSERVADOR - PARTIDO POLITICO MIRA,2869
Asamblea,META,GERMAN CAMILO ACERO HERRERA,COALICION ALTERNATIVA POR EL META,2865
Asamblea,META,GONZALO  MENDOZA ESPINEL,PARTIDO ADA,2815
Asamblea,META,GRISELDA  BAQUERO HERRERA,PARTIDO ADA,2816
Asamblea,META,HECTOR FABIO VELEZ BERMUDEZ,PARTIDO CONSERVADOR - PARTIDO POLITICO MIRA,2868
Asamblea,META,HENRY FERNANDO CHAVARRO POVEDA,PARTIDO ADA,2810
Asamblea,META,HENRY FERNANDO LADINO GONZALEZ,PARTIDO CAMBIO RADICAL,2830
Asamblea,META,HUMBERTO  GAITAN GARCIA,PARTIDO CENTRO DEMOCRATICO,2791
Asamblea,META,HUMBERTO  MUÑOZ FERNANDEZ,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,2850
