corp,dpto,name,party,wp_no
Asamblea,SANTANDER,ABELARDO  ESTEVEZ REYES,PARTIDO ALIANZA VERDE,1589
Asamblea,SANTANDER,ADONAI  CASTRO FRANCO,ALIANZA POR SANTANDER,1687
Asamblea,SANTANDER,ALBA JEANETTE FORERO OSORIO,PARTIDO ADA,1539
Asamblea,SANTANDER,ALEJANDRO  VILLANUEVA JAIMES,PARTIDO ALIANZA VERDE,1593
Asamblea,SANTANDER,ALEXANDER  ALVAREZ INFANTE,PARTIDO CAMBIO RADICAL,1568
Asamblea,SANTANDER,ALEXANDER  JAIMES ,PARTIDO COLOMBIA JUSTA LIBRES,1513
Asamblea,SANTANDER,ALEXANDRA  TORRES DUARTE,PARTIDO LIBERAL COLOMBIANO,1503
Asamblea,SANTANDER,ALFONSO  PINTO FRATTALI,PARTIDO LIBERAL COLOMBIANO,1493
Asamblea,SANTANDER,ALVARO  CELIS CARRILLO,PARTIDO CAMBIO RADICAL,1567
Asamblea,SANTANDER,ALVARO  OJEDA OLARTE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,1605
Asamblea,SANTANDER,AMPARO  RAMIREZ TASCO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1619
Asamblea,SANTANDER,ANABEL  TARAZONA IGUAVITA,LIGA LIGA DE GOBERNANTES ANTICORRUPCION,1627
Asamblea,SANTANDER,ANDERSON  NAVARRO MARTINEZ,PARTIDO ADA,1540
Asamblea,SANTANDER,ANDREA  TORRES DUITAMA,LIGA LIGA DE GOBERNANTES ANTICORRUPCION,1638
Asamblea,SANTANDER,ANGEL MIRO GARCIA ,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,1599
Asamblea,SANTANDER,ANGIE STEFANIA CUY SANTOS,UNIDAD ALTERNATIVA,1652
Asamblea,SANTANDER,ANGIE TATIANA ATUESTA VELASCO,PARTIDO CONSERVADOR COLOMBIANO,1557
Asamblea,SANTANDER,ANTONY ENRIQUE GUZMAN TORRES,COALICION CENTRO DEMOCRATICO - MIRA,1670
Asamblea,SANTANDER,ARLEY OCTAVIO VALERO SAENZ,PARTIDO CONSERVADOR COLOMBIANO,1558
Asamblea,SANTANDER,BERTHA  GONZALEZ BARROS,PARTIDO CONSERVADOR COLOMBIANO,1556
Asamblea,SANTANDER,BRENDA CARMENZA ABRIL AVELLA,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,1603
Asamblea,SANTANDER,CAMILO ALFONSO TORRES PRADA,UNIDAD ALTERNATIVA,1640
Asamblea,SANTANDER,CARLOS ALBERTO CORREDOR GOMEZ,PARTIDO ADA,1550
Asamblea,SANTANDER,CARLOS ALBERTO GONZALEZ ACEVEDO,PARTIDO COLOMBIA RENACIENTE,1523
Asamblea,SANTANDER,CARLOS ARTURO FERRER VILLAMIL,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1617
Asamblea,SANTANDER,CARLOS AUGUSTO MORENO SEPULVEDA,PARTIDO ADA,1537
Asamblea,SANTANDER,CARLOS FELIPE HERNANDEZ RINCON,PARTIDO LIBERAL COLOMBIANO,1497
Asamblea,SANTANDER,CENON  CACERES OJEDA,LIGA LIGA DE GOBERNANTES ANTICORRUPCION,1639
Asamblea,SANTANDER,CESAR AUGUSTO OSORIO MANCILLA,PARTIDO COLOMBIA JUSTA LIBRES,1508
Asamblea,SANTANDER,CIRO ESTEBAN VILLARREAL AMAYA,COALICION CENTRO DEMOCRATICO - MIRA,1662
Asamblea,SANTANDER,CLAUDIA LUCIA RAMIREZ CARREÑO,PARTIDO CONSERVADOR COLOMBIANO,1564
Asamblea,SANTANDER,DANIEL  REYES MALDONADO,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,1600
Asamblea,SANTANDER,DIDIER AUGUSTO RODRIGUEZ LEON,COALICION CENTRO DEMOCRATICO - MIRA,1669
Asamblea,SANTANDER,DIEGO FERNANDO AVILA AGUILAR,PARTIDO ALIANZA VERDE,1596
Asamblea,SANTANDER,DORIS ELISA GORDILLO GARCES,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,1610
Asamblea,SANTANDER,DORIS LIZETH PARADA MONSALVE,PARTIDO ALIANZA VERDE,1586
Asamblea,SANTANDER,EDGAR RAMIRO ROJAS PABON,PARTIDO CAMBIO RADICAL,1571
Asamblea,SANTANDER,EDUARD ALVEIRO SERRANO LEAL,PARTIDO LIBERAL COLOMBIANO,1505
Asamblea,SANTANDER,EDWIN ALBERTO BLANCO PORTILLA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1618
Asamblea,SANTANDER,EDWIN DE JESUS HERRERA ZAPATA,PARTIDO ADA,1541
Asamblea,SANTANDER,ELBERTO  ARIZA BARRERA,PARTIDO ALIANZA VERDE,1595
Asamblea,SANTANDER,ELIZA MARIA ARIZA FLOREZ,COALICION CENTRO DEMOCRATICO - MIRA,1664
Asamblea,SANTANDER,ELSA  FONSECA GUTIERREZ,PARTIDO COLOMBIA RENACIENTE,1521
Asamblea,SANTANDER,EMEL DARIO HARNACHE BUSTAMANTE,PARTIDO LIBERAL COLOMBIANO,1494
Asamblea,SANTANDER,EUGENIO  GOMEZ DIAZ,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,1609
Asamblea,SANTANDER,EVELYN DANIELA VARGAS RALLON,ALIANZA POR SANTANDER,1685
Asamblea,SANTANDER,EZEQUIEL  CARDONA ARROYAVE,ALIANZA POR SANTANDER,1675
Asamblea,SANTANDER,FELIX  ARENAS SUAREZ,PARTIDO COLOMBIA JUSTA LIBRES,1519
Asamblea,SANTANDER,FIDEL ALEXIS AVELLANEDA RIOS,PARTIDO ALIANZA VERDE,1588
Asamblea,SANTANDER,FLOR MARIA NIÑO ROJAS,COALICION CENTRO DEMOCRATICO - MIRA,1661
Asamblea,SANTANDER,FLORENTINA  LICONA BARRAGAN,PARTIDO COLOMBIA JUSTA LIBRES,1518
Asamblea,SANTANDER,FRANCISCO JAVIER GUTIERREZ GARCIA,LIGA LIGA DE GOBERNANTES ANTICORRUPCION,1637
Asamblea,SANTANDER,FRANCISCO JAVIER REY CACERES,PARTIDO ALIANZA VERDE,1587
Asamblea,SANTANDER,GERARDO ANTONIO ORTIZ SERRANO,UNIDAD ALTERNATIVA,1641
Asamblea,SANTANDER,GERARDO ANTONIO SANDOVAL GUERRERO,PARTIDO ADA,1547
Asamblea,SANTANDER,GERMAN  WANDURRAGA MALAGON,PARTIDO ADA,1545
Asamblea,SANTANDER,GILMA ESMITH VANEGAS ANGARITA,PARTIDO ALIANZA VERDE,1592
Asamblea,SANTANDER,GIOVANNI  TELLEZ SERRANO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1615
Asamblea,SANTANDER,GIOVANNI HERALDO LEAL RUIZ,PARTIDO ALIANZA VERDE,1581
Asamblea,SANTANDER,GLENDA CECILIA VEGA MAESTRE,PARTIDO CAMBIO RADICAL,1569
Asamblea,SANTANDER,GRIMILDA  GUTIERREZ LAGARES,PARTIDO COLOMBIA RENACIENTE,1532
Asamblea,SANTANDER,GUILLERMO  ACOSTA DUARTE,PARTIDO ADA,1544
Asamblea,SANTANDER,GUILLERMO JOSE PILONIETA DIAZ,PARTIDO CAMBIO RADICAL,1575
Asamblea,SANTANDER,GUSTAVO ADOLFO MORENO HURTADO,PARTIDO CAMBIO RADICAL,1566
Asamblea,SANTANDER,HARRY  DIAZ DURAN,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,1612
Asamblea,SANTANDER,HENRY  QUIROGA CASTRO,COALICION CENTRO DEMOCRATICO - MIRA,1668
Asamblea,SANTANDER,HENRY JOSUE CASTILLO VILLARREAL,LIGA LIGA DE GOBERNANTES ANTICORRUPCION,1635
Asamblea,SANTANDER,HERNAN AUGUSTO DUARTE GUERRA,LIGA LIGA DE GOBERNANTES ANTICORRUPCION,1628
