corp,dpto,name,party,wp_no
Asamblea,GUAVIARE,ALEXANDER  OLMOS JIMENEZ,PARTIDO ALIANZA VERDE,2923
Asamblea,GUAVIARE,ALONSO  LEON CAVANZO,LISTA DE LA ESPERANZA,2952
Asamblea,GUAVIARE,ALONSO ALEXANDER CIFUENTES HOYA,PARTIDO LIBERAL COLOMBIANO,2874
Asamblea,GUAVIARE,ANDREA FERNANDA RODRIGUEZ ENCISO,PARTIDO COLOMBIA RENACIENTE,2893
Asamblea,GUAVIARE,ANDRES JAVIER TOVAR HERNANDEZ,PARTIDO LIBERAL COLOMBIANO,2878
Asamblea,GUAVIARE,ANGIE KATHERINE DAZA FONSECA,PARTIDO LIBERAL COLOMBIANO,2881
Asamblea,GUAVIARE,ANIS PAOLA RUIZ WISAMANO,LISTA DE LA ESPERANZA,2955
Asamblea,GUAVIARE,AURA CRISTINA VALDES GALLEGO,PARTIDO COLOMBIA RENACIENTE,2890
Asamblea,GUAVIARE,BRANDO YESID BERNAL PEREZ,PARTIDO COLOMBIA RENACIENTE,2888
Asamblea,GUAVIARE,CARLOS ALEJANDRO BENITEZ MAZUERA,PARTIDO ALIANZA VERDE,2927
Asamblea,GUAVIARE,CARLOS ANCIZAR TORRES ARIZA,PARTIDO CAMBIO RADICAL,2917
Asamblea,GUAVIARE,CARLOS IVAN FLOREZ RUIZ,PARTIDO CONSERVADOR COLOMBIANO,2897
Asamblea,GUAVIARE,CARLOS ROBERTO COY SIERRA,PARTIDO ALIANZA VERDE,2919
Asamblea,GUAVIARE,CARLOS WILSON LOSADA MURCIA,LISTA DE LA ESPERANZA,2957
Asamblea,GUAVIARE,CARLOS YEFFERSON SABOGAL FANDIÑO,PARTIDO COLOMBIA RENACIENTE,2892
Asamblea,GUAVIARE,CARMEN SOFIA LIZ LASSO,PARTIDO ALIANZA VERDE,2928
Asamblea,GUAVIARE,CARMENZA  FORERO RODRIGUEZ,PARTIDO CONSERVADOR COLOMBIANO,2907
Asamblea,GUAVIARE,CAROLL VIVIANA ALFONSO ALVAREZ,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2941
Asamblea,GUAVIARE,DIANA FERNANDA FLORIANO CAMPERO,PARTIDO CONSERVADOR COLOMBIANO,2903
Asamblea,GUAVIARE,EDGARD  QUIMBAYA BALCAZAR,PARTIDO COLOMBIA RENACIENTE,2891
Asamblea,GUAVIARE,EUGENIO JAVIER MORALES SALGADO,PARTIDO LIBERAL COLOMBIANO,2877
Asamblea,GUAVIARE,FABER ANTONIO HINCAPIE CASTAÑEDA,LISTA DE LA ESPERANZA,2948
Asamblea,GUAVIARE,FAIVER  CAMARGO PLAZA,PARTIDO LIBERAL COLOMBIANO,2876
Asamblea,GUAVIARE,FEDERICO  ORTIZ GONZALEZ,PARTIDO CONSERVADOR COLOMBIANO,2901
Asamblea,GUAVIARE,FLOR MIRA MENDOZA CHEQUEMARCA,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,2929
Asamblea,GUAVIARE,FREDY YESID HERRERA ,PARTIDO ALIANZA VERDE,2924
Asamblea,GUAVIARE,GABRIEL  ROA CARMONA,LISTA DE LA ESPERANZA,2950
Asamblea,GUAVIARE,GERMAN  CARVAJAL BELTRAN,LISTA DE LA ESPERANZA,2949
