corp,dpto,name,party,wp_no
Asamblea,LA GUAJIRA,IRIS DAYANA AMAYA ARIAS,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2482
Asamblea,LA GUAJIRA,ISADORA DE JESUS DAZA BARROS,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2516
Asamblea,LA GUAJIRA,JADER JESUS PEREZ ESCOBAR,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,2509
Asamblea,LA GUAJIRA,JENNY MARIA MEZA FORERO,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2483
Asamblea,LA GUAJIRA,JOHN JAIME JARAMILLO BUELVAS,PARTIDO COLOMBIA JUSTA LIBRES,2487
Asamblea,LA GUAJIRA,JOHNNATAN ALBERTO PERNIA ROSALES,SOMOS GUAJIRA MOVIMIENTO CIUDADANO,2534
Asamblea,LA GUAJIRA,JOSE GREGORIO MARZAL MORALES,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2479
Asamblea,LA GUAJIRA,JOSE MANUEL BERMUDEZ CALDERON,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2478
Asamblea,LA GUAJIRA,JUAN CARLOS ROMO PEREZ,PARTIDO CONSERVADOR COLOMBIANO,2501
Asamblea,LA GUAJIRA,JUANA YOLANDA GOMEZ BACCI,SOMOS GUAJIRA MOVIMIENTO CIUDADANO,2532
Asamblea,LA GUAJIRA,KATIUSKA KARINA VALDERRAMA TORREGROSA,PARTIDO COLOMBIA JUSTA LIBRES,2490
Asamblea,LA GUAJIRA,KIARA LUZ OROZCO PETIT,PARTIDO COLOMBIA JUSTA LIBRES,2492
Asamblea,LA GUAJIRA,LAURA VANESSA DE ARMAS PERDOMO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2520
Asamblea,LA GUAJIRA,LOREN ISABEL GUAO RUMBO,SOMOS GUAJIRA MOVIMIENTO CIUDADANO,2535
Asamblea,LA GUAJIRA,LUIS CARLOS CARDENAS FRAGOZO,SOMOS GUAJIRA MOVIMIENTO CIUDADANO,2533
Asamblea,LA GUAJIRA,LUIS EDUARDO MEJIA SARMIENTO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2515
Asamblea,LA GUAJIRA,LUIS JOSE BRITO GUTIERREZ,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,2504
Asamblea,LA GUAJIRA,MARIBEL DEL SOCORRO MEJIA GAMEZ,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,2508
Asamblea,LA GUAJIRA,MARLON ANDRES CORTINA SUAREZ,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2531
Asamblea,LA GUAJIRA,MARTHA LUCIA LUBO PALACIO,PARTIDO CONSERVADOR COLOMBIANO,2499
Asamblea,LA GUAJIRA,MARTHA ROCIRIS CORREA SALINAS,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2481
Asamblea,LA GUAJIRA,MAYKEL YESID CASTILLA ARIZA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2514
Asamblea,LA GUAJIRA,MEIKE DALENIS GARCIA ANGARITA,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,2505
Asamblea,LA GUAJIRA,MICHER  PEREZ FUENTES,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,2503
Asamblea,LA GUAJIRA,MIGUEL FELIPE ARAGON GONZALEZ,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,2507
Asamblea,LA GUAJIRA,MILENA PATRICIA RUIZ OROZCO,PARTIDO CONSERVADOR COLOMBIANO,2496
Asamblea,LA GUAJIRA,NINFA CONSUELO MURCIA ARREDONDO,SOMOS GUAJIRA MOVIMIENTO CIUDADANO,2536
Asamblea,LA GUAJIRA,OLIMPO GABRIEL NUÑEZ DE ARMAS,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2485
Asamblea,LA GUAJIRA,ORIANA TEOTISTE ZAMBRANO MONTOYA,PARTIDO CONSERVADOR COLOMBIANO,2493
Asamblea,LA GUAJIRA,OSCAR ARMANDO ROMERO PLATA,PARTIDO CONSERVADOR COLOMBIANO,2500
Asamblea,LA GUAJIRA,OSCAR ARMANDO TOVAR VIDES,SOMOS GUAJIRA MOVIMIENTO CIUDADANO,2539
Asamblea,LA GUAJIRA,ROBERTO  RAMOS DIAZ,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2527
Asamblea,LA GUAJIRA,ROBINSON JESUS RAMOS JULIO,SOMOS GUAJIRA MOVIMIENTO CIUDADANO,2540
Asamblea,LA GUAJIRA,ROSA YOLEISI AGUIRRE TERAN,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2524
Asamblea,LA GUAJIRA,ROSMERY MERCEDES ZUBIRIA REALES,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2530
Asamblea,LA GUAJIRA,SANDRA MILENA URIANA EPIAYU,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2529
Asamblea,LA GUAJIRA,SARA ISILA AGUILAR DE VELASQUEZ,PARTIDO CONSERVADOR COLOMBIANO,2498
Asamblea,LA GUAJIRA,STIVENS  PEREZ URIBE,PARTIDO CONSERVADOR COLOMBIANO,2495
Asamblea,LA GUAJIRA,TATIANA VANESA MENGUAL HERNANDEZ,SOMOS GUAJIRA MOVIMIENTO CIUDADANO,2537
Asamblea,LA GUAJIRA,WILLER JOSE ARCINIEGAS CASTRO,SOMOS GUAJIRA MOVIMIENTO CIUDADANO,2541
Asamblea,LA GUAJIRA,YENNER JULIAN PELAEZ REINOSO,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2484
Asamblea,LA GUAJIRA,YOEL  BLANCHAR PLATA,PARTIDO CONSERVADOR COLOMBIANO,2494
