corp,dpto,name,party,wp_no
Asamblea,NARIÑO,ALEJANDRA MARLENY PATIÑO VALENCIA,PARTIDO CAMBIO RADICAL,1178
Asamblea,NARIÑO,ALEX ASCANIO OLIVEROS CARVAJAL,PARTIDO CAMBIO RADICAL,1173
Asamblea,NARIÑO,ALVARO FLORENCIO BASTIDAS BUCHELI,CONVERGENCIA,1209
Asamblea,NARIÑO,ALVARO JAVIER LAGOS TOBAR,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,1187
Asamblea,NARIÑO,ANA PATRICIA RENDON MUÑOZ,PARTIDO CAMBIO RADICAL,1182
Asamblea,NARIÑO,ANABELLA  CESPEDES MARTINEZ,UNIDOS SI PODEMOS,1232
Asamblea,NARIÑO,BENILDO  ESTUPIÑAN SOLIS,UNIDOS SI PODEMOS,1234
Asamblea,NARIÑO,CARMEN ILIA GUAQUEZ CHASPARIZAN,PARTIDO CONSERVADOR COLOMBIANO,1168
Asamblea,NARIÑO,CAROLINA  RUIZ KOCH,PARTIDO COLOMBIA JUSTA LIBRES,1157
Asamblea,NARIÑO,CHRISTIAN MARCELO NUPAN LARA,PARTIDO LIBERAL COLOMBIANO,1129
Asamblea,NARIÑO,CLAUDIA PATRICIA BETANCOURTH UBAQUE,PARTIDO CAMBIO RADICAL,1174
Asamblea,NARIÑO,CLAUDIA SOFIA CUARAN CARANGUAY,PARTIDO CONSERVADOR COLOMBIANO,1167
Asamblea,NARIÑO,DARIO ENRIQUE CORAL MORA,CONVERGENCIA,1214
Asamblea,NARIÑO,DAVID ESTEBAN AGUIRRE MARTINEZ,PARTIDO CAMBIO RADICAL,1179
Asamblea,NARIÑO,DAYRA MARCELA ROSERO RAMOS,PARTIDO LIBERAL COLOMBIANO,1130
Asamblea,NARIÑO,DIEGO FERNANDO CAMPO MANRIQUE,PARTIDO FUERZA ALTERNATIVA REVOLUCIONARIA DEL COMUN FARC,1148
Asamblea,NARIÑO,EDGAR  MONTILLA GONZALEZ,CONVERGENCIA,1220
Asamblea,NARIÑO,EDIE EZEQUIEL QUIÑONES VALENCIA,UNIDOS SI PODEMOS,1224
Asamblea,NARIÑO,EDMUNDO ALEXANDER ROMO NARVAEZ,PARTIDO CENTRO DEMOCRATICO,1147
Asamblea,NARIÑO,EDUAR YAMIL RIASCOS SILVA,UNIDOS SI PODEMOS,1225
Asamblea,NARIÑO,EDUARDO ANDRES ZUÑIGA SOLARTE,PARTIDO CAMBIO RADICAL,1171
Asamblea,NARIÑO,EDUARDO VICENTE BENAVIDES PORTILLA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1208
Asamblea,NARIÑO,EFREN ALEXANDER YASCUAL LAGOS,CONVERGENCIA,1210
Asamblea,NARIÑO,EFREN FELIX TARAPUES CUAICAL,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,1190
Asamblea,NARIÑO,ELSI GABRIELA ANGULO ESPAÑA,PARTIDO CAMBIO RADICAL,1176
Asamblea,NARIÑO,ESPERANZA  ENRIQUEZ TORRES,PARTIDO LIBERAL COLOMBIANO,1133
Asamblea,NARIÑO,EVELYN ELIZABETH PACICHANA CAÑAR,PARTIDO LIBERAL COLOMBIANO,1132
Asamblea,NARIÑO,FELIX ANTONIO HENAO CASANOVA,UNIDOS SI PODEMOS,1226
Asamblea,NARIÑO,FRANCISCA CARINA MONTENEGRO LOPEZ,UNIDOS SI PODEMOS,1222
Asamblea,NARIÑO,FRANCISCO  ÑAÑEZ ERAZO,CONVERGENCIA,1211
Asamblea,NARIÑO,FRANCISCO CELIMO VALENCIA MARINEZ,PARTIDO CONSERVADOR COLOMBIANO,1159
Asamblea,NARIÑO,FRANCISCO JAVIER CORTES GUANGA,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,1184
Asamblea,NARIÑO,FRANCO ONESIMO ZAMBRANO PATIÑO,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,1194
Asamblea,NARIÑO,GLORIA PATRICIA LOPEZ MONTENEGRO,CONVERGENCIA,1216
Asamblea,NARIÑO,GUILLERMO JORGE DIAZ HIDALGO,PARTIDO LIBERAL COLOMBIANO,1136
Asamblea,NARIÑO,HERIBERTO  CAMPAZ AGUIÑO,UNIDOS SI PODEMOS,1231
Asamblea,NARIÑO,HILDAURA CONCEPCION PADILLA ACOSTA,PARTIDO FUERZA ALTERNATIVA REVOLUCIONARIA DEL COMUN FARC,1150
Asamblea,NARIÑO,JAIRO RAMIRO TULCAN TAQUEZ,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,1185
Asamblea,NARIÑO,JAMES WILFREDO RUGELES MARTINEZ,PARTIDO CENTRO DEMOCRATICO,1138
Asamblea,NARIÑO,JANNETH CONSUELO CERON FIGUEROA,CONVERGENCIA,1217
Asamblea,NARIÑO,JAVIER  JOJOA RIASCOS,PARTIDO CONSERVADOR COLOMBIANO,1163
Asamblea,NARIÑO,JERSON KEVIN JOJOA USCATEGUI,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1206
Asamblea,NARIÑO,JESUS ARMANDO ERASO YELA,PARTIDO CONSERVADOR COLOMBIANO,1158
Asamblea,NARIÑO,JOHANA KATHERINE PANTOJA TOBAR,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,1193
Asamblea,NARIÑO,JOHN ALEX MUÑOZ CADENA,PARTIDO CENTRO DEMOCRATICO,1145
Asamblea,NARIÑO,JOHN MAURICIO CORTES MONTAÑO,PARTIDO CENTRO DEMOCRATICO,1142
Asamblea,NARIÑO,JORGE EFRAIN MONTENEGRO MIER,PARTIDO CENTRO DEMOCRATICO,1141
Asamblea,NARIÑO,JOSE FRANCISCO MAYOLO SUAREZ,UNIDOS SI PODEMOS,1228
Asamblea,NARIÑO,JOSE MARIA MONCAYO ROSERO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1196
Asamblea,NARIÑO,JOSE YOVANY CARDENAS PANTOJA,CONVERGENCIA,1212
Asamblea,NARIÑO,JUAN  BURBANO GRANJA,PARTIDO CONSERVADOR COLOMBIANO,1161
Asamblea,NARIÑO,JUAN DANIEL PEÑUELA CALVACHE,PARTIDO CONSERVADOR COLOMBIANO,1162
Asamblea,NARIÑO,JUAN GABRIEL TORO ZULUAGA,CONVERGENCIA,1215
Asamblea,NARIÑO,JULIO ANIBAL ALVAREZ LOPEZ,PARTIDO LIBERAL COLOMBIANO,1127
Asamblea,NARIÑO,JULIO CESAR VALLEJO MONTENEGRO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1197
