corp,dpto,name,party,wp_no
Asamblea,VALLE,JUAN CARLOS ESPINOSA COLORADO,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2015
Asamblea,VALLE,JUAN CARLOS GARCES ROJAS,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2141
Asamblea,VALLE,JUAN CARLOS RENGIFO ARBOLEDA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2148
Asamblea,VALLE,JUAN DAVID CRUZ ZULUAGA,PARTIDO LIBERAL COLOMBIANO,1981
Asamblea,VALLE,JUAN DIEGO ANDRADE RUIZ,PARTIDO CONSERVADOR COLOMBIANO,2085
Asamblea,VALLE,JUAN GUILLERMO ROZO CHICUE,PARTIDO CENTRO DEMOCRATICO,1999
Asamblea,VALLE,JUAN PABLO LOPEZ MORALES,PARTIDO CONSERVADOR COLOMBIANO,2079
Asamblea,VALLE,JUANA ELOISA CATAÑO MUÑOZ,PARTIDO CENTRO DEMOCRATICO,1991
Asamblea,VALLE,JULIAN  PANIAGUA GRANADA,PARTIDO ALIANZA VERDE,2108
Asamblea,VALLE,JULIO CESAR GARCIA VARELA,PARTIDO CENTRO DEMOCRATICO,1990
Asamblea,VALLE,KELLY VIVIANA ANGULO CAICEDO,PARTIDO ADA,2070
Asamblea,VALLE,LILIANA MIREYA COLORADO ,PARTIDO POLITICO MIRA,2129
Asamblea,VALLE,LISETTE  BURGOS GONZALEZ,PARTIDO LIBERAL COLOMBIANO,1982
Asamblea,VALLE,LUCIO  VIERA CUERO,PARTIDO CENTRO DEMOCRATICO,1998
Asamblea,VALLE,LUIS  QUIÑONES VILLARREAL,PARTIDO CONSERVADOR COLOMBIANO,2078
Asamblea,VALLE,LUIS ALBERTO CEBALLOS LOPEZ,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2174
Asamblea,VALLE,LUIS ALBERTO SALAZAR MUÑOZ,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2164
Asamblea,VALLE,LUIS ARDAWIN MENDOZA HERNANDEZ,PARTIDO COLOMBIA JUSTA LIBRES,2034
Asamblea,VALLE,LUIS FERNANDO ARIAS HERNANDEZ,PARTIDO COLOMBIA JUSTA LIBRES,2029
Asamblea,VALLE,LUIS MILTON CASTILLO QUIÑONEZ,PARTIDO CONSERVADOR COLOMBIANO,2075
Asamblea,VALLE,LUISA FERNANDA MEZA MIDEROS,PARTIDO CAMBIO RADICAL,2098
Asamblea,VALLE,LUZ ADRIANA AGUDELO GONZALEZ,PARTIDO POLITICO MIRA,2133
Asamblea,VALLE,LUZ KELLY CAICEDO RODRIGUEZ,PARTIDO POLITICO MIRA,2131
Asamblea,VALLE,LUZ MARINA RIVAS JIMENEZ,PARTIDO COLOMBIA RENACIENTE,2043
Asamblea,VALLE,LUZ STELLA SEVILLANO BARREIRO,PARTIDO POLITICO MIRA,2126
Asamblea,VALLE,LUZDEY  MARTINEZ MARTINEZ,PARTIDO LIBERAL COLOMBIANO,1969
Asamblea,VALLE,MAGNOLIA  TOBON MELO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2150
Asamblea,VALLE,MANUEL LAUREANO TORRES MORENO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2145
Asamblea,VALLE,MARCELINA  CUNDUMI DIAZ,PARTIDO COLOMBIA RENACIENTE,2051
Asamblea,VALLE,MARIA BETTY GARCIA ESPINEL,PARTIDO POLITICO MIRA,2140
Asamblea,VALLE,MARIA CARMENZA LORES ETAYO,PARTIDO POLITICO MIRA,2137
Asamblea,VALLE,MARIA DEIBY VELEZ ORTIZ,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2007
Asamblea,VALLE,MARIA FERNANDA PAVA ORDOÑEZ,PARTIDO COLOMBIA JUSTA LIBRES,2025
Asamblea,VALLE,MARIA MAGDALENA GALLARDO HERRERA,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2010
Asamblea,VALLE,MARIA MIRBELLY RENDON OSORIO,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2169
Asamblea,VALLE,MARIA ROSA PALOMINO ARBOLEDA,COLOMBIA HUMANA - UNIÓN PATRIÓTICA,1986
Asamblea,VALLE,MARIO ANDRES BERMUDEZ ,PARTIDO POLITICO MIRA,2127
Asamblea,VALLE,MARIO GERMAN FERNANDEZ DE SOTO SANCHEZ,PARTIDO CONSERVADOR COLOMBIANO,2081
Asamblea,VALLE,MARLON ISSOR CRUZ MUÑOZ,PARTIDO ALIANZA VERDE,2115
Asamblea,VALLE,MARTHA CECILIA ZUÑIGA TAFUR,PARTIDO POLITICO MIRA,2123
Asamblea,VALLE,MARY LUZ ORDOÑEZ GODOY,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2011
Asamblea,VALLE,MARYI LORENA MORENO MARTELO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2149
Asamblea,VALLE,MARYURI  QUINTERO VICTORIA,PARTIDO CONSERVADOR COLOMBIANO,2087
Asamblea,VALLE,MILDRED ELIANA ARIAS CEBALLOS,PARTIDO ALIANZA VERDE,2105
Asamblea,VALLE,MILTON ORLANDO MARTINEZ VALENCIA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2146
Asamblea,VALLE,MONICA  GARCIA CUENCA,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2172
Asamblea,VALLE,MYRIAM CRISTINA JURI MONTES,PARTIDO LIBERAL COLOMBIANO,1973
Asamblea,VALLE,NATALI YESENIA OSORIO VELASQUEZ,PARTIDO POLITICO MIRA,2135
Asamblea,VALLE,NATALIA  MONSALVE SANCHEZ,PARTIDO CAMBIO RADICAL,2100
Asamblea,VALLE,NELSON  MINA GARCES,PARTIDO COLOMBIA JUSTA LIBRES,2030
Asamblea,VALLE,NILSON  TORRES ARROYO,PARTIDO ALIANZA VERDE,2117
Asamblea,VALLE,OBERNEY  YAGARI GONZALEZ,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2003
Asamblea,VALLE,OCTAVIO  RAMIREZ CUARTAS,PARTIDO LIBERAL COLOMBIANO,1971
Asamblea,VALLE,ORLANDO  ARRECHEA OROBIO,PARTIDO COLOMBIA RENACIENTE,2041
Asamblea,VALLE,OSCAR  BECERRA AGUIRRE,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2163
Asamblea,VALLE,OSCAR WILFRAN JIMENEZ LOPEZ,PARTIDO CAMBIO RADICAL,2093
Asamblea,VALLE,PAOLA ANDREA ARENAS MOSQUERA,PARTIDO ALIANZA VERDE,2104
Asamblea,VALLE,PEDRO VICTOR GUEVARA MEJIA,PARTIDO ALIANZA VERDE,2106
Asamblea,VALLE,PHANOR JOSE OCAMPO GONZALEZ,PARTIDO COLOMBIA RENACIENTE,2049
Asamblea,VALLE,PLINIO  RIASCOS SANCHEZ,PARTIDO LIBERAL COLOMBIANO,1976
Asamblea,VALLE,RAFAEL  RODRIGUEZ RENGIFO,PARTIDO CENTRO DEMOCRATICO,2002
Asamblea,VALLE,RAMIRO JOSE CHAUX RESTREPO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2159
Asamblea,VALLE,ROBINSON MICHAEL RUALES HERNANDEZ,PARTIDO CAMBIO RADICAL,2094
Asamblea,VALLE,RODRIGO  CASTILLO RODALLEGA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2155
Asamblea,VALLE,RODRIGO  GUZMAN DAVILA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2161
Asamblea,VALLE,SAMIR  JALIL PAZ,PARTIDO CENTRO DEMOCRATICO,1994
Asamblea,VALLE,SANDRA  LOPEZ ,PARTIDO CENTRO DEMOCRATICO,2001
Asamblea,VALLE,SANDRA INES CANO PALACIO,PARTIDO COLOMBIA JUSTA LIBRES,2022
Asamblea,VALLE,SANDRA LLULIETH GONZALEZ RIVERA,PARTIDO COLOMBIA RENACIENTE,2052
Asamblea,VALLE,SARA GIZET MORENO GARCIA,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2012
Asamblea,VALLE,SARA ROCIO MONTENEGRO CARVAJAL,PARTIDO COLOMBIA RENACIENTE,2047
Asamblea,VALLE,SAULO  OLAYA FAJARDO,PARTIDO ALIANZA VERDE,2111
Asamblea,VALLE,SONIA  MUÑOZ BATERO,PARTIDO POLITICO MIRA,2138
Asamblea,VALLE,SONIA JANNETH AUX FERNANDEZ,COLOMBIA HUMANA - UNIÓN PATRIÓTICA,1987
Asamblea,VALLE,STEFANNYA  CARMONA GARZON,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2154
Asamblea,VALLE,UBER EDISON AMU HIDALGO,PARTIDO CAMBIO RADICAL,2099
Asamblea,VALLE,VALENTINA  IBARRA QUEZADA,PARTIDO ADA,2060
Asamblea,VALLE,VALENTINA  ISAZA ESTRADA,PARTIDO COLOMBIA RENACIENTE,2045
Asamblea,VALLE,VALERIA  GARCIA PAYAN,PARTIDO CENTRO DEMOCRATICO,1997
Asamblea,VALLE,WALTER ALBERTO PAZ ,PARTIDO ALIANZA VERDE,2113
Asamblea,VALLE,WILLIAM ANDRES GRUESO ARIAS,PARTIDO CAMBIO RADICAL,2102
Asamblea,VALLE,WILLINTONG  ANDRADE ROSERO,PARTIDO COLOMBIA RENACIENTE,2040
Asamblea,VALLE,WILMER ORLANDO RIASCOS VALENCIA,PARTIDO ADA,2071
Asamblea,VALLE,YEFERSON STIVEN MUÑOZ MONTAÑO,PARTIDO ADA,2065
Asamblea,VALLE,YEIN CAROLINA GUERRERO OSPINA,PARTIDO LIBERAL COLOMBIANO,1980
Asamblea,VALLE,YENI PATRICIA GALINDO ESCOBAR,PARTIDO ALIANZA VERDE,2112
Asamblea,VALLE,YENNY FERNANDA ALVAREZ CAICEDO,PARTIDO ADA,117775
Asamblea,VALLE,YERY ALBERTO VELASQUEZ ,COLOMBIA HUMANA - UNIÓN PATRIÓTICA,1989
Asamblea,VALLE,YISELY  CUERO GONGORA,PARTIDO COLOMBIA JUSTA LIBRES,2027
Asamblea,VALLE,YOALDRY  MARTINEZ CARMONA,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2004
