corp,dpto,name,party,wp_no
Asamblea,VALLE,ADOLFO LEON MUÑOZ TOBAR,PARTIDO POLITICO MIRA,2128
Asamblea,VALLE,ALBA MERY BARTOLO BERMUDEZ,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2147
Asamblea,VALLE,ALBERTO  VARELA CABRERA,PARTIDO CAMBIO RADICAL,2103
Asamblea,VALLE,ALEX WALTER DEUSA ,PARTIDO CAMBIO RADICAL,2095
Asamblea,VALLE,ALEXIS  VIDAL PUENTES,PARTIDO COLOMBIA RENACIENTE,2054
Asamblea,VALLE,ALFONSO  CORTES GARCIA,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2017
Asamblea,VALLE,ALINA AMPARO CAYCEDO VELASCO,COLOMBIA HUMANA - UNIÓN PATRIÓTICA,1984
Asamblea,VALLE,ALVEIRO DE JESUS NAVARRO NAVARRO,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2006
Asamblea,VALLE,ANA BOLENA GOMEZ DE ECHEVERRY,PARTIDO ALIANZA VERDE,2116
Asamblea,VALLE,ANA CRISTINA PAZ CARDONA,PARTIDO ALIANZA VERDE,2121
Asamblea,VALLE,ANAY  SILVA MORENO,PARTIDO CONSERVADOR COLOMBIANO,2077
Asamblea,VALLE,ANDREA MILENA ARDILA SUAREZ,PARTIDO COLOMBIA JUSTA LIBRES,2026
Asamblea,VALLE,ANGELINO  VANEGAS BOCANEGRA,PARTIDO COLOMBIA RENACIENTE,2053
Asamblea,VALLE,ANGIE TATIANA DELGADO ORTIZ,PARTIDO CONSERVADOR COLOMBIANO,2080
Asamblea,VALLE,ANTONIO  OSPINA CARBALLO,PARTIDO CAMBIO RADICAL,2088
Asamblea,VALLE,ANYI LICETH CORRALES HOYOS,PARTIDO CAMBIO RADICAL,2092
Asamblea,VALLE,ARKY  MACHADO CUELLAR,PARTIDO COLOMBIA JUSTA LIBRES,2028
Asamblea,VALLE,AUDIFACIO  ROJAS ROJAS,PARTIDO CONSERVADOR COLOMBIANO,2086
Asamblea,VALLE,AURA ISABEL GRANADA SANCHEZ,PARTIDO COLOMBIA JUSTA LIBRES,2019
Asamblea,VALLE,BLANCA CECILIA GIL CASTILLO,PARTIDO POLITICO MIRA,2125
Asamblea,VALLE,CAMILA ANDREA QUINTERO OROZCO,PARTIDO CONSERVADOR COLOMBIANO,2084
Asamblea,VALLE,CAMILO ERNESTO ALVARADO OSORIO,PARTIDO COLOMBIA JUSTA LIBRES,2021
Asamblea,VALLE,CARLOS ALBERTO OROZCO ACEVEDO,PARTIDO CAMBIO RADICAL,2089
Asamblea,VALLE,CARLOS ANDRES CALVO GALVIS,PARTIDO ALIANZA VERDE,2109
Asamblea,VALLE,CARLOS EDUARDO HURTADO VELA,PARTIDO LIBERAL COLOMBIANO,1974
Asamblea,VALLE,CARLOS EDUARDO VASQUEZ MANOTAS,PARTIDO ALIANZA VERDE,2110
Asamblea,VALLE,CARLOS EDWIN OVALLE FORERO,PARTIDO CONSERVADOR COLOMBIANO,2074
Asamblea,VALLE,CARLOS ENRIQUE GALLEGO VELEZ,PARTIDO LIBERAL COLOMBIANO,117774
Asamblea,VALLE,CARLOS RENATO MARTINEZ NIÑO,PARTIDO COLOMBIA RENACIENTE,2058
Asamblea,VALLE,CARMEN ELISA DE LA CRUZ DE OROBIO,PARTIDO POLITICO MIRA,2139
Asamblea,VALLE,CARMEN ELISA PAZ RIVAS,PARTIDO COLOMBIA RENACIENTE,2055
Asamblea,VALLE,CATHERINE  MORALES BUITRAGO,PARTIDO ALIANZA VERDE,2107
Asamblea,VALLE,CHRISTIAN  ROMERO ARIAS,PARTIDO CENTRO DEMOCRATICO,1995
Asamblea,VALLE,CHRISTIAN CAMILO CHAVERRA ARENAS,PARTIDO CENTRO DEMOCRATICO,1993
Asamblea,VALLE,CONSUELO  ALVARADO URIBE,PARTIDO CONSERVADOR COLOMBIANO,2082
Asamblea,VALLE,CRISTHIAN  RODRIGUEZ TAPIA,PARTIDO CAMBIO RADICAL,2096
Asamblea,VALLE,CRISTIAN  PALACIOS MOSQUERA,PARTIDO ADA,2066
Asamblea,VALLE,CRISTOBAL  CAICEDO ANGULO,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2162
Asamblea,VALLE,DANIEL ALEJANDRO FERNANDEZ SOTO,PARTIDO COLOMBIA RENACIENTE,2050
Asamblea,VALLE,DANIEL FERNANDO HOYOS BELTRAN,PARTIDO COLOMBIA RENACIENTE,2042
Asamblea,VALLE,DANIELA  ORTIZ SILVA,PARTIDO COLOMBIA RENACIENTE,2056
Asamblea,VALLE,DANIELA CAMILA ARANGO PABON,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2151
Asamblea,VALLE,DELIO  NUÑEZ HURTADO,PARTIDO COLOMBIA RENACIENTE,2038
Asamblea,VALLE,DERLY BIBIANA VALENCIA ,PARTIDO CENTRO DEMOCRATICO,2000
Asamblea,VALLE,DIANA CAROLINA RODRIGUEZ ASCUNTAR,PARTIDO ALIANZA VERDE,2120
Asamblea,VALLE,DIANA LUCIA APPLETON LEWIS,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2158
Asamblea,VALLE,DIANA PATRICIA MORENO CETINA,PARTIDO LIBERAL COLOMBIANO,1975
Asamblea,VALLE,DIANA SORAYA MONTAÑO HURTADO,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2013
Asamblea,VALLE,DIDIER FERNANDO BENITEZ PALACIOS,PARTIDO COLOMBIA RENACIENTE,2048
Asamblea,VALLE,DIEGO FERNANDO ZUÑIGA LOPEZ,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2152
Asamblea,VALLE,DORIS  VERGARA GONZALEZ,PARTIDO ADA,2063
Asamblea,VALLE,DUBERNEY  POLANIA SILVA,PARTIDO LIBERAL COLOMBIANO,1977
Asamblea,VALLE,DUVAN GUILLERMO SOTO OSORIO,PARTIDO CENTRO DEMOCRATICO,1992
Asamblea,VALLE,EDINSON JAVIER ANGULO RODRIGUEZ,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2008
Asamblea,VALLE,EDUARDO  TRUJILLO CARVAJAL,PARTIDO COLOMBIA JUSTA LIBRES,2023
Asamblea,VALLE,EFREN  HERNANDEZ NOVITEÑO,PARTIDO ADA,2059
Asamblea,VALLE,ELIPZZON  DUQUE MOSQUERA,PARTIDO COLOMBIA RENACIENTE,2046
Asamblea,VALLE,ENEXY EUCARIS DIAZ GARCIA,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2009
Asamblea,VALLE,EULLER  POSSO COBO,PARTIDO POLITICO MIRA,2136
Asamblea,VALLE,FANNY  MORENO ROJAS,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2165
Asamblea,VALLE,FARID  LARRAHONDO MEJIA,PARTIDO COLOMBIA JUSTA LIBRES,2018
Asamblea,VALLE,FELIPE  DELGADO CHARRIA,PARTIDO CONSERVADOR COLOMBIANO,2083
Asamblea,VALLE,FERNANDO  TORO PINEDA,PARTIDO POLITICO MIRA,2130
Asamblea,VALLE,FRANCISCO JAVIER CIFUENTES ,COLOMBIA HUMANA - UNIÓN PATRIÓTICA,1988
Asamblea,VALLE,FRANCISCO JAVIER TORRES HERNANDEZ,PARTIDO COLOMBIA RENACIENTE,2057
Asamblea,VALLE,GABRIEL  RUIZ PARRA,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2166
Asamblea,VALLE,GERSON  PEREA CASTILLO,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2014
Asamblea,VALLE,GILDARDO  SILVA MOLINA,COLOMBIA HUMANA - UNIÓN PATRIÓTICA,1983
Asamblea,VALLE,GLORIA ELIZABETH VARGAS VARON,PARTIDO COLOMBIA JUSTA LIBRES,2020
Asamblea,VALLE,GUILLERMO  LONDOÑO RICAURTE,PARTIDO ALIANZA VERDE,2119
Asamblea,VALLE,HECTOR FABIO GOMEZ PRIETO,PARTIDO ADA,2062
Asamblea,VALLE,HECTOR MARINO NARVAEZ HENAO,PARTIDO ADA,2061
Asamblea,VALLE,HELMER RAMIRO MONDRAGON QUEZADA,PARTIDO POLITICO MIRA,2134
Asamblea,VALLE,HERNAN DE JESUS RODRIGUEZ CANO,PARTIDO POLITICO MIRA,2132
Asamblea,VALLE,HEYDER ORLANDO GOMEZ DIAZ,PARTIDO POLITICO MIRA,2122
Asamblea,VALLE,HORMAN DAVID GARCIA MONTAÑO,PARTIDO COLOMBIA RENACIENTE,2044
Asamblea,VALLE,HUGO  PERLAZA CALLE,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2142
Asamblea,VALLE,ILIA MARIA QUINTERO MELECIO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2143
Asamblea,VALLE,INDIRA  RODRIGUEZ GONZALEZ,PARTIDO COLOMBIA JUSTA LIBRES,2032
Asamblea,VALLE,ISABEL CRISTINA ESCOBAR OCAMPO,PARTIDO COLOMBIA JUSTA LIBRES,2037
Asamblea,VALLE,ISABELLA  TORRES MUÑOZ,PARTIDO CAMBIO RADICAL,2097
Asamblea,VALLE,JAIME  PARRA LOPEZ,PARTIDO ALIANZA VERDE,2114
Asamblea,VALLE,JAIME ALBERTO CARRILLO ZULUAGA,PARTIDO ALIANZA VERDE,2118
Asamblea,VALLE,JAMES  GARCES ZAMORA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2144
Asamblea,VALLE,JAMES JUNIOR AGUDELO AREVALO,PARTIDO LIBERAL COLOMBIANO,1970
Asamblea,VALLE,JAMES RICHARD WIEDMAN AMAYA,PARTIDO CAMBIO RADICAL,2101
Asamblea,VALLE,JANES MICHEL PATIÑO PORTOCARRERO,PARTIDO CAMBIO RADICAL,2091
Asamblea,VALLE,JANIO  CARVAJAL HURTADO,PARTIDO COLOMBIA JUSTA LIBRES,2033
Asamblea,VALLE,JAVIER ANDRES GIRALDO DOMINGUEZ,PARTIDO CONSERVADOR COLOMBIANO,2073
Asamblea,VALLE,JAVIER ENRIQUE GALEANO ALONSO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2157
Asamblea,VALLE,JENNY  GUERRERO ARANGO,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2170
Asamblea,VALLE,JENNY LIZBETH CORREA TORO,PARTIDO COLOMBIA JUSTA LIBRES,2024
Asamblea,VALLE,JERSAIN  RIOS BRAVO,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2175
Asamblea,VALLE,JESUS EFREN BANGUERO VALENCIA,PARTIDO CENTRO DEMOCRATICO,1996
Asamblea,VALLE,JESUS MARTIN ESTERILLA RUIZ,PARTIDO CAMBIO RADICAL,2090
Asamblea,VALLE,JHON  AYALA FORERO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2160
Asamblea,VALLE,JHONATHAN  CARDENAS RODRIGUEZ,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2171
Asamblea,VALLE,JIMMY LEYDER VALENCIA VALENCIA,PARTIDO ADA,2064
Asamblea,VALLE,JOHN HANNER BERNAL RAMIREZ,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2167
Asamblea,VALLE,JOHN JAIRO CAICEDO VILLEGAS,PARTIDO CONSERVADOR COLOMBIANO,2076
Asamblea,VALLE,JOHNNY  SALAZAR GIRALDO,PARTIDO COLOMBIA JUSTA LIBRES,2031
Asamblea,VALLE,JORGE ANDRES GONZALEZ SILVA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2153
Asamblea,VALLE,JORGE ENRIQUE CASALINS TELLO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2156
Asamblea,VALLE,JORGE LEON CAMACHO GALLEGO,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2016
Asamblea,VALLE,JOSE  LURDUY ORTEGON,COLOMBIA HUMANA - UNIÓN PATRIÓTICA,1985
Asamblea,VALLE,JOSE  MOLINA LAGUNA,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2005
Asamblea,VALLE,JOSE ALEJANDRO CACERES CASTRO,PARTIDO ADA,2067
Asamblea,VALLE,JOSE HUMBERTO INFANTE VALENCIA,PARTIDO ADA,2068
Asamblea,VALLE,JOSE SNEHIDER RIVAS AYALA,PARTIDO CONSERVADOR COLOMBIANO,2072
Asamblea,VALLE,JOSHUA  BOTERO VELEZ,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2168
