corp,dpto,name,party,wp_no
Asamblea,TOLIMA,ALVARO ANDRES GALINDO TORO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1831
Asamblea,TOLIMA,ANA JAZMIN DUARTE GALLO,PARTIDO COLOMBIA JUSTA LIBRES,1788
Asamblea,TOLIMA,ANANIAS  AVILA ZORRO,DECENTES TOLIMA,1871
Asamblea,TOLIMA,ANCIZAR  RODRIGUEZ SIERRA,DECENTES TOLIMA,1872
Asamblea,TOLIMA,ANDREA CATALINA GARZON FORERO,COALICION ALTERNATIVA,1849
Asamblea,TOLIMA,ANDRES FERNANDO CARDONA HURTADO,PARTIDO CENTRO DEMOCRATICO,1778
Asamblea,TOLIMA,ANGEL ALBERTO RAMIREZ VALENCIA,PARTIDO COLOMBIA JUSTA LIBRES,1790
Asamblea,TOLIMA,ARSENIO JOSE SOTO BAQUERO,PARTIDO CAMBIO RADICAL,1811
Asamblea,TOLIMA,BERNARDO ANTONIO LOPEZ GALINDO,COALICION ALTERNATIVA,1858
Asamblea,TOLIMA,CARLOS  SANCHEZ SERRANO,PARTIDO CONSERVADOR COLOMBIANO,1806
Asamblea,TOLIMA,CARLOS ALBERTO TORRES GONZALEZ,PARTIDO LIBERAL COLOMBIANO,1764
Asamblea,TOLIMA,CARLOS ANDRES ALVAREZ RODRIGUEZ,PARTIDO CAMBIO RADICAL,1813
Asamblea,TOLIMA,CARLOS ANDRES CASTRO LEON,PARTIDO LIBERAL COLOMBIANO,1759
Asamblea,TOLIMA,CARLOS ANDRES RAMIREZ REY,PARTIDO POLITICO MIRA,1822
Asamblea,TOLIMA,CARLOS ARTURO CAICEDO RODRIGUEZ,PARTIDO CENTRO DEMOCRATICO,1776
Asamblea,TOLIMA,CARLOS ARTURO REYES RODRIGUEZ,PARTIDO LIBERAL COLOMBIANO,1755
Asamblea,TOLIMA,CARLOS DAVID ÑUZTES ,PARTIDO CAMBIO RADICAL,1809
Asamblea,TOLIMA,CARLOS EDUARDO CARDENAS ARTUNDUAGA,PARTIDO COLOMBIA JUSTA LIBRES,1786
Asamblea,TOLIMA,CARLOS EXCENOHER MARTINEZ VARON,PARTIDO COLOMBIA JUSTA LIBRES,1787
Asamblea,TOLIMA,CARMEN ANDREA DEL PILAR VELASQUEZ LOZANO,DECENTES TOLIMA,1869
Asamblea,TOLIMA,CAROL LIZETH RODRIGUEZ ROJAS,PARTIDO CENTRO DEMOCRATICO,1780
Asamblea,TOLIMA,CAROL MILENA RODRIGUEZ VARGAS,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1840
Asamblea,TOLIMA,CAROLINA  CARDENAS CARRERO,PARTIDO CENTRO DEMOCRATICO,1777
Asamblea,TOLIMA,CLEMENTINA  PICO SILVA,PARTIDO LIBERAL COLOMBIANO,1766
Asamblea,TOLIMA,DAYANA HASBLEYDI NUÑEZ MORA,PARTIDO CONSERVADOR COLOMBIANO,1800
Asamblea,TOLIMA,DIANA ROCIO LOPEZ CHICA,PARTIDO CENTRO DEMOCRATICO,1783
Asamblea,TOLIMA,EDGAR FERNANDO PERDOMO LLANOS,PARTIDO POLITICO MIRA,1830
Asamblea,TOLIMA,EDGAR URIEL OTAVO TIQUE,DECENTES TOLIMA,1864
Asamblea,TOLIMA,EDNA PAOLA CRUZ ROA,PARTIDO CENTRO DEMOCRATICO,1773
Asamblea,TOLIMA,EDWIN ALEXANDER HERNANDEZ ARTEAGA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1833
Asamblea,TOLIMA,ELSA  LAVERDE POLANCO,PARTIDO POLITICO MIRA,1828
Asamblea,TOLIMA,ERNELDO  DIAZ BUSTOS,DECENTES TOLIMA,1867
Asamblea,TOLIMA,ESPERANZA  PARRA RODRIGUEZ,PARTIDO POLITICO MIRA,1827
Asamblea,TOLIMA,FABIAN FELIPE MORENO CARTAGENA,PARTIDO CONSERVADOR COLOMBIANO,1798
Asamblea,TOLIMA,FABIO ANDRES RODRIGUEZ BLANCO,PARTIDO CONSERVADOR COLOMBIANO,1801
Asamblea,TOLIMA,FELIPE ANDRES FERRO LOZANO,PARTIDO CENTRO DEMOCRATICO,1774
Asamblea,TOLIMA,FRANZ LEONARDO MARCELO BEDOYA RUBIO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1832
