corp,dpto,name,party,wp_no
Asamblea,MAGDALENA,ADRIANA JUDITH VILORIA COLON,PARTIDO LIBERAL COLOMBIANO,1028
Asamblea,MAGDALENA,ALEX ANTONIO VELASQUEZ ALZAMORA,PARTIDO CONSERVADOR - PARTIDO POLITICO MIRA,1102
Asamblea,MAGDALENA,ALEXIS MARIA ODUVER GOMEZ,PARTIDO CONSERVADOR - PARTIDO POLITICO MIRA,1107
Asamblea,MAGDALENA,ALVARO JOSE OROZCO GOMEZ,PARTIDO CAMBIO RADICAL,1076
Asamblea,MAGDALENA,ALVARO JOSEPH CASTAÑEDA HERNANDEZ,PARTIDO COLOMBIA RENACIENTE,1056
Asamblea,MAGDALENA,AMED JOSE ZAWADY PUPO,PARTIDO COLOMBIA RENACIENTE,1057
Asamblea,MAGDALENA,ANDRES LEONARDO BUSTAMANTE TIRADO,PARTIDO CAMBIO RADICAL,1074
Asamblea,MAGDALENA,ANGEL MARIA DE LA ROSA TORRES,PARTIDO LIBERAL COLOMBIANO,1031
Asamblea,MAGDALENA,ANGELICA PATRICIA TOBIAS ORTIZ,PARTIDO CENTRO DEMOCRATICO,1045
Asamblea,MAGDALENA,ANIANO  MUÑOZ MOLINA,PARTIDO COLOMBIA JUSTA LIBRES,1050
Asamblea,MAGDALENA,ANIBAL ORLANDO MELENDEZ GARCIA,PARTIDO ALIANZA VERDE,1087
Asamblea,MAGDALENA,ANSELMO RAFAEL MARIN PEREA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1089
Asamblea,MAGDALENA,ANTONIO JOSE PERALTA SILVERA,CONVERGENCIA DEMOCRATICA DEL MAGDALENA,1118
Asamblea,MAGDALENA,ARNOLD  TETTE MARTINEZ,PARTIDO ALIANZA VERDE,1081
Asamblea,MAGDALENA,AUGUSTO JOSE MOLINA GUTIERREZ,PARTIDO COLOMBIA RENACIENTE,1053
Asamblea,MAGDALENA,CARLOS ALBERTO CUETO ESTRADA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1096
Asamblea,MAGDALENA,CARLOS ANDRES FERNANDEZ DE CASTRO ROCA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1093
Asamblea,MAGDALENA,CARLOS FRANCISCO PUMAREJO HERRERA,PARTIDO LIBERAL COLOMBIANO,1029
Asamblea,MAGDALENA,CARLOS JULIO DIAZ GRANADOS ALVAREZ,PARTIDO ALIANZA VERDE,1088
