corp,dpto,name,party,wp_no
Gobernación,HUILA,ARMANDO  SAAVEDRA PERDOMO,PARTIDO COLOMBIA RENACIENTE,36
Gobernación,HUILA,CARLOS RAMIRO CHAVARRO CUELLAR,PARTIDO CONSERVADOR COLOMBIANO - CR - ASI,38
Gobernación,HUILA,LUIS ENRIQUE DUSSAN LOPEZ,HUILA CRECE,39
Gobernación,HUILA,MANUEL ANTONIO MACIAS ARANGO,PARTIDO CENTRO DEMOCRATICO,34
Gobernación,HUILA,WILFRAND  CUENCA ZULETA,PARTIDO ADA,37
Gobernación,HUILA,WILLIAM DAVID ZAMBRANO NAVARRETE,PARTIDO COLOMBIA JUSTA LIBRES,35
