corp,dpto,name,party,wp_no
Asamblea,CESAR,ADAN ANTONIO HERNANDEZ GUEVARA,PARTIDO CAMBIO RADICAL,565
Asamblea,CESAR,ADRIAN  ZARATE LAMUS,PARTIDO LIBERAL COLOMBIANO,498
Asamblea,CESAR,ALEX ALBERTO ANAYA GOMEZ,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,516
Asamblea,CESAR,ALFREDO ENRIQUE PINTO MAESTRE,PARTIDO LIBERAL COLOMBIANO,491
Asamblea,CESAR,ALVARO ANTONIO ROBLES RIZO,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,594
Asamblea,CESAR,ANA MARIA RANGEL RUEDA,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,585
Asamblea,CESAR,ANDRES  TEJEDOR VALDES,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,518
Asamblea,CESAR,ANDRES FERNANDO VASQUEZ VARGAS,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,597
Asamblea,CESAR,ANGEL ALBERTO CAMPO GOMEZ,DIGNIDAD POR EL CESAR,611
Asamblea,CESAR,ANGELICA MARIA OLARTE BECERRA,PARTIDO LIBERAL COLOMBIANO,492
Asamblea,CESAR,ANGGY SENOBIA OSPINO MONTERO,PARTIDO DE REIVINDICACIÓN ÉTNICA -PRE-,547
Asamblea,CESAR,ARELIS ESTHER GELVIS ALFARO,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,587
Asamblea,CESAR,ARLEY  PEÑA SOLORZANO,PARTIDO CAMBIO RADICAL,562
Asamblea,CESAR,ARMANDO  VALERA SARMIENTO,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,517
Asamblea,CESAR,ARMANDO LUIS GAMEZ RODRIGUEZ,PARTIDO CAMBIO RADICAL,564
Asamblea,CESAR,CAMILO ANDRES LACOUTURE ACKERMAN,PARTIDO CONSERVADOR COLOMBIANO,549
Asamblea,CESAR,CARLOS ALBERTO CHINCHIA MARTINEZ,PARTIDO CONSERVADOR COLOMBIANO,557
Asamblea,CESAR,CARLOS ANDRES SIERRA SANDOVAL,PARTIDO DE REIVINDICACIÓN ÉTNICA -PRE-,542
Asamblea,CESAR,CIRO FRANCISCO ZULETA ZULETA,PARTIDO LIBERAL COLOMBIANO,494
Asamblea,CESAR,CLAUDIA EUSEBIA CESPEDES CAMPOS,PARTIDO CENTRO DEMOCRATICO,509
Asamblea,CESAR,DAGOBERTO  CUDRIS PATIÑO,PARTIDO COLOMBIA JUSTA LIBRES,519
Asamblea,CESAR,DAGOBERTO  GUTIERREZ TRIGOS,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,590
Asamblea,CESAR,DAIRO  ARIZA ASCANIO,DIGNIDAD POR EL CESAR,609
Asamblea,CESAR,DEYANIRA  ALVARADO MATUTE,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,588
Asamblea,CESAR,DINELLYS SILENA GARCIA MARRUGO,PARTIDO CONSERVADOR COLOMBIANO,555
Asamblea,CESAR,DORIS YAJAIRA CASTRO ROBAYO,PARTIDO COLOMBIA JUSTA LIBRES,526
Asamblea,CESAR,ED ISAAC PADILLA GONZALEZ,PARTIDO CENTRO DEMOCRATICO,504
Asamblea,CESAR,EDDY FARUCK VALDES SABAGH,PARTIDO ADA,532
Asamblea,CESAR,EDGAR  QUINTERO PEREZ,PARTIDO ADA,528
Asamblea,CESAR,EDUARDO SANTOS FLOREZ VERGARA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,606
