corp,dpto,mpio,name,party,wp_no
Alcaldía,CUNDINAMARCA,VILLAGOMEZ,CARLOS EMIRO RUEDA ,PARTIDO CONSERVADOR COLOMBIANO,5213
Alcaldía,CUNDINAMARCA,VILLAGOMEZ,MARY LUZ MORENO BERTOLETTI,PARTIDO CENTRO DEMOCRATICO,5211
Alcaldía,CUNDINAMARCA,VILLAGOMEZ,MISAEL  DUARTE SANCHEZ,LO MEJOR ESTA POR VENIR EN VILLAGOMEZ,5214
Alcaldía,CUNDINAMARCA,VILLAGOMEZ,SANDRA YESNEY PADILLA SANTANA,PARTIDO COLOMBIA JUSTA LIBRES,5212
