corp,dpto,name,party,wp_no
Asamblea,PUTUMAYO,ADRIAN ESTEBAN GOMEZ SANCHEZ,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,3290
Asamblea,PUTUMAYO,ALBERTO YESID MONTEZUMA IBARRA,PARTIDO LIBERAL COLOMBIANO,3197
Asamblea,PUTUMAYO,ANDRES  CUELTAN ROJAS,PARTIDO ALIANZA VERDE,3259
Asamblea,PUTUMAYO,ANDRES DAVID JURADO MEZA,COLOMBIA HUMANA - UNIÓN PATRIÓTICA,3209
Asamblea,PUTUMAYO,ANDRES MAURICIO GOMEZ ,PARTIDO POLITICO MIRA,3293
Asamblea,PUTUMAYO,ANGEL MARIA PINTO MORENO,PARTIDO COLOMBIA JUSTA LIBRES,3236
Asamblea,PUTUMAYO,ANGELA MARIA CHAPAL ORTEGA,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,3278
Asamblea,PUTUMAYO,ANGELA MARIA OCAMPO CAICEDO,PARTIDO CAMBIO RADICAL,3253
Asamblea,PUTUMAYO,ANLLY CAROLINA SANCHEZ PANTOJA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,3297
Asamblea,PUTUMAYO,ANYELA LISBETH MUTUMBAJOY CULCHAC,COLOMBIA HUMANA - UNIÓN PATRIÓTICA,117778
Asamblea,PUTUMAYO,ARLEY JOSE QUIÑONEZ ORTIZ,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,3277
Asamblea,PUTUMAYO,ARNULFO  RAMIREZ REYES,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,3273
Asamblea,PUTUMAYO,AURA NELSY PEÑAFIEL CAMPO,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,3281
Asamblea,PUTUMAYO,BAIRON ALBEIRO BUILES BURGOS,PARTIDO CAMBIO RADICAL,3258
Asamblea,PUTUMAYO,BETSI PATRICIA GUZMAN ESCOBAR,PARTIDO POLO DEMOCRATICO ALTERNATIVO,3310
Asamblea,PUTUMAYO,CARLOS ANDRES MARROQUIN LUNA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,3295
Asamblea,PUTUMAYO,CARLOS DAVID SEGURA MENDOZA,PARTIDO CAMBIO RADICAL,3257
Asamblea,PUTUMAYO,CARLOS EDUARDO TORRES CORDOBA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,3302
Asamblea,PUTUMAYO,CARLOS HERNAN CASTRO ALMARIO,PARTIDO ALIANZA VERDE,3260
Asamblea,PUTUMAYO,CARLOS HERNANDO CHAPUEL QUENGUAN,PARTIDO POLO DEMOCRATICO ALTERNATIVO,3308
Asamblea,PUTUMAYO,DAGOBERTO  CARDONA CALAMBAZ,PARTIDO LIBERAL COLOMBIANO,3195
Asamblea,PUTUMAYO,DANIEL  ORTIZ CABRERA,PARTIDO CENTRO DEMOCRATICO,3222
Asamblea,PUTUMAYO,DIANA LORENA QUINONEZ REINA,PARTIDO LIBERAL COLOMBIANO,3202
Asamblea,PUTUMAYO,DORIS  CAICEDO BERMUDEZ,PARTIDO POLITICO MIRA,3294
Asamblea,PUTUMAYO,EDER JAIR SANCHEZ ZAMBRANO,COLOMBIA HUMANA - UNIÓN PATRIÓTICA,3206
Asamblea,PUTUMAYO,EDGAR  RUIZ PARRA,PARTIDO CAMBIO RADICAL,3250
Asamblea,PUTUMAYO,EDIGSON  QUINONES ,PARTIDO POLO DEMOCRATICO ALTERNATIVO,3312
Asamblea,PUTUMAYO,EDISON JUAN YANDUN BASTIDAS,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,3274
Asamblea,PUTUMAYO,EDISSON ANEIBER MORA CALVACHE,PARTIDO CONSERVADOR COLOMBIANO,3242
Asamblea,PUTUMAYO,EDITH ESMERALDA RUIZ ROSERO,PARTIDO POLO DEMOCRATICO ALTERNATIVO,3313
Asamblea,PUTUMAYO,EDUARDO ANTONIO PEREZ ROSERO,PARTIDO CENTRO DEMOCRATICO,3215
Asamblea,PUTUMAYO,EDUIN GERARDO JURADO CALDERON,PARTIDO COLOMBIA JUSTA LIBRES,3234
Asamblea,PUTUMAYO,EDWIN IVAN NARVAEZ ACOSTA,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,3271
Asamblea,PUTUMAYO,EDWIN OLEGARIO AMO GONZALEZ,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,3275
Asamblea,PUTUMAYO,ELIECER WILLIAM OBANDO FLOREZ,PARTIDO CONSERVADOR COLOMBIANO,3247
Asamblea,PUTUMAYO,EMELY ANDREA OCAMPO SOTO,PARTIDO ALIANZA VERDE,3267
