corp,dpto,name,party,wp_no
Asamblea,SUCRE,ALVARO ENRIQUE PEÑATE MARTINIANO,PARTIDO COLOMBIA JUSTA LIBRES,1714
Asamblea,SUCRE,AMANDA MARCELA RAMOS MENDOZA,PARTIDO CENTRO DEMOCRATICO- PARTIDO POLITICO MIRA,1751
Asamblea,SUCRE,ANA LUISA PESTANA ROJAS,PARTIDO CONSERVADOR COLOMBIANO,1727
Asamblea,SUCRE,ANA MILENA VERGARA DE LA ESPRIELLA,PARTIDO LIBERAL COLOMBIANO,1695
Asamblea,SUCRE,AROLDO ISAAC GARCIA GARCIA,PARTIDO LIBERAL COLOMBIANO,1691
Asamblea,SUCRE,BENJAMIN JOSE OYOLA CALDERA,PARTIDO CAMBIO RADICAL,1733
Asamblea,SUCRE,CARLOS ANDRES COLEY GALVAN,PARTIDO CENTRO DEMOCRATICO- PARTIDO POLITICO MIRA,1754
Asamblea,SUCRE,CARLOS ANDRES TATIS MARTINEZ,PARTIDO CAMBIO RADICAL,1734
Asamblea,SUCRE,CARLOS ANDRES ZULETA GOMEZ,COLOMBIA HUMANA - UNIÓN PATRIÓTICA,1708
Asamblea,SUCRE,CARLOS ANGEL FAJARDO CARDOZO,PARTIDO LIBERAL COLOMBIANO,1697
Asamblea,SUCRE,CARLOS ENRIQUE CARRASCAL SIERRA,PARTIDO LIBERAL COLOMBIANO,1690
Asamblea,SUCRE,CATALINA DEL SOCORRO PEREZ PEREZ,COLOMBIA HUMANA - UNIÓN PATRIÓTICA,1700
Asamblea,SUCRE,CESAR RICARDO BANQUEZ PORRAS,COLOMBIA HUMANA - UNIÓN PATRIÓTICA,1703
Asamblea,SUCRE,CONSUELO JUDITH RUIZ MANGA,PARTIDO COLOMBIA JUSTA LIBRES,1715
Asamblea,SUCRE,DAYANA MARGARITA CALDERON NOBLE,PARTIDO LIBERAL COLOMBIANO,1692
Asamblea,SUCRE,DIEGO RAFAEL GONZALEZ SILGADO,PARTIDO CONSERVADOR COLOMBIANO,1720
Asamblea,SUCRE,DORIS ISABEL PEREZ DORIA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1737
Asamblea,SUCRE,EDGAR FRANCISCO IMBETT RICARDO,PARTIDO CENTRO DEMOCRATICO- PARTIDO POLITICO MIRA,1747
