corp,dpto,name,party,wp_no
Asamblea,GUAINIA,ALBERTINA  CARDOZO YUVABE,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,2745
Asamblea,GUAINIA,ALEXANDER  MEJIA MENDEZ,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2773
Asamblea,GUAINIA,ALEXANDER  MELGAREJO ARIAS,PARTIDO CAMBIO RADICAL,2717
Asamblea,GUAINIA,ALEXIS IGNACIO GOMEZ YUBAVE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,2748
Asamblea,GUAINIA,ALIRIO  TORCUATO TIVIDOR,PARTIDO COLOMBIA JUSTA LIBRES,2697
Asamblea,GUAINIA,ALONSO  CABRIA LUZARDO,PARTIDO COLOMBIA JUSTA LIBRES,2700
Asamblea,GUAINIA,ANGEL GERMAN CABRERA ZABALA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2765
Asamblea,GUAINIA,ARDASIR  BURGOS CUEVAS,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,2737
Asamblea,GUAINIA,BIBIANA EMILCEN MENESES MENESES,PARTIDO CENTRO DEMOCRATICO,2678
Asamblea,GUAINIA,CAMILO  TORRES PARRA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2758
Asamblea,GUAINIA,CARLOS ALBERTO CASTRO ZAPATA,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2766
Asamblea,GUAINIA,CARLOS ANDRES LINARES RAMOS,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2759
Asamblea,GUAINIA,CARLOS GILBERTO PEÑA CRUZ,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,2750
Asamblea,GUAINIA,CARMEN ELENA FUENTES DELGADO,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,2688
Asamblea,GUAINIA,CARMEN IDALIA CETRE MOSQUERA,PARTIDO CAMBIO RADICAL,2715
Asamblea,GUAINIA,CLARA ISABEL SANCHEZ APONTE,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2769
Asamblea,GUAINIA,CLAUDIA PATRICIA ORTIZ TORRES,PARTIDO ALIANZA VERDE,2735
Asamblea,GUAINIA,CRISTIAN HERNANDO HERNANDEZ CIPRIANO,PARTIDO CENTRO DEMOCRATICO,2683
Asamblea,GUAINIA,DARIO  GAITAN JILGUERO,PARTIDO ALIANZA VERDE,2728
Asamblea,GUAINIA,DARWIN DANILO HENAO CAÑON,PARTIDO CAMBIO RADICAL,2725
Asamblea,GUAINIA,DORIS  CASTILLA RESTREPO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,2760
Asamblea,GUAINIA,DUVIANA  MARIN RESTREPO,PARTIDO LIBERAL COLOMBIANO,2667
Asamblea,GUAINIA,EDNA KAROLL RIVAS CALDERON,PARTIDO POLO DEMOCRATICO ALTERNATIVO,2768
