corp,dpto,mpio,name,party,wp_no
Alcaldía,ANTIOQUIA,VALPARAISO,JESUS MARIA RUA ARIAS,PARTIDO CONSERVADOR COLOMBIANO,4175
Alcaldía,ANTIOQUIA,VALPARAISO,MARIA ELPIDIA MONSALVE GRACIANO,PARTIDO LIBERAL COLOMBIANO,4174
