corp,dpto,name,party,wp_no
Asamblea,VAUPES,ADALGISA  VELASCO MEJIA,PARTIDO CENTRO DEMOCRATICO,3330
Asamblea,VAUPES,AGUSTIN  MUÑOZ CARDONA,PARTIDO LIBERAL COLOMBIANO,3320
Asamblea,VAUPES,ALFREDO  HERNANDEZ OTERO,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,3343
Asamblea,VAUPES,ANGIE TATIANA LOPEZ HERNANDEZ,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,3389
Asamblea,VAUPES,ARTURO  FALLA AUDOR,PARTIDO CENTRO DEMOCRATICO,3332
Asamblea,VAUPES,BEATRIZ  FERRER JARAMILLO,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,3337
Asamblea,VAUPES,BERTHA CELINA BARROS PRADA,PARTIDO LIBERAL COLOMBIANO,3322
Asamblea,VAUPES,CARLOS ALBERTO LOZANO DIAZ,PARTIDO ALIANZA VERDE,3379
Asamblea,VAUPES,CARLOS ALBERTO MARTINEZ RODRIGUEZ,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,3393
Asamblea,VAUPES,CARLOS ANDRES BERNAL GONZALEZ,PARTIDO CENTRO DEMOCRATICO,3331
Asamblea,VAUPES,CARLOS JULIO DIAZ GOMEZ,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,3339
Asamblea,VAUPES,CARLOS ROJAS MACUNA ARIAS,PARTIDO CAMBIO RADICAL,3371
Asamblea,VAUPES,CESAR AUGUSTO DAVILA GOMEZ,PARTIDO CONSERVADOR COLOMBIANO,3361
Asamblea,VAUPES,CLAUDIA JANETH MEJIA AGUDELO,PARTIDO CONSERVADOR COLOMBIANO,3366
Asamblea,VAUPES,DAGOBERTO  LOSADA GOMEZ,PARTIDO LIBERAL COLOMBIANO,3325
Asamblea,VAUPES,DANIEL  ESPINOSA ZABALA,PARTIDO CONSERVADOR COLOMBIANO,3367
Asamblea,VAUPES,DIANA CAMILA CORREA LONDOÑO,PARTIDO ALIANZA VERDE,3382
Asamblea,VAUPES,DIOSELINA  PERILLA AGUDELO,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,3399
Asamblea,VAUPES,DUBERNEY  ESTRADA AGUDELO,PARTIDO ALIANZA VERDE,3385
Asamblea,VAUPES,EDIER  CUMBE ,PARTIDO ALIANZA VERDE,3388
Asamblea,VAUPES,EDILMA  GOMEZ MENDOZA,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,3347
Asamblea,VAUPES,EDWIN ANDRES VALENCIA SARMIENTO,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,3407
Asamblea,VAUPES,EFRAIN RAUL MEJIA ARANGO,PARTIDO COLOMBIA RENACIENTE,3348
Asamblea,VAUPES,ELIDA MIREYA GOMEZ VELEZ,PARTIDO LIBERAL COLOMBIANO,3319
Asamblea,VAUPES,ELIZABETH  DELGADO ,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,3411
Asamblea,VAUPES,ELVIRA  MELO SAMANIEGO,PARTIDO CONSERVADOR COLOMBIANO,3365
Asamblea,VAUPES,ENRIQUE  NEIRA ,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,3408
Asamblea,VAUPES,EVA YANETH ARAQUE DELGADO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,3416
Asamblea,VAUPES,FELIPE  RODRIGUEZ SILVA,PARTIDO COLOMBIA RENACIENTE,3351
Asamblea,VAUPES,FERNEY  VALENZUELA PARRA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,3415
Asamblea,VAUPES,FLOR MARINA ORTIZ BENJUMEA,PARTIDO LIBERAL COLOMBIANO,3317
Asamblea,VAUPES,FLOR MARLENY CORDERO CARO,PARTIDO COLOMBIA RENACIENTE,3355
Asamblea,VAUPES,FRANCISCO MIGUEL RODRIGUEZ NEIRA,PARTIDO ALIANZA VERDE,3381
