corp,dpto,name,party,wp_no
Asamblea,CAUCA,ADALBERTO  ALVARADO MANQUILLO,PARTIDO ALIANZA VERDE,444
Asamblea,CAUCA,ADRIANA  GARCES HERNANDEZ,PARTIDO LIBERAL COLOMBIANO,385
Asamblea,CAUCA,ADRIANA MARIA QUIÑONEZ CASTRO,PARTIDO CENTRO DEMOCRATICO- PARTIDO POLITICO MIRA,472
Asamblea,CAUCA,ALBA  BOTINA ,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,448
Asamblea,CAUCA,ALEIDA ESTER INSIGNARES CHAMORRO,PARTIDO CAMBIO RADICAL,428
Asamblea,CAUCA,ALEXANDER  DIAZ DIAZ,PARTIDO CAMBIO RADICAL,432
Asamblea,CAUCA,ALFREDO  BERMEO MOLANO,COALICION CAUCA,487
Asamblea,CAUCA,ANA DEIDA SECUE RIVERA,COALICION CAUCA,486
Asamblea,CAUCA,ANGELA CRISTINA LOPEZ VILLOTA,PARTIDO COLOMBIA RENACIENTE,399
Asamblea,CAUCA,ANGIE YOHANA GOMEZ PINO,PARTIDO CONSERVADOR COLOMBIANO,420
Asamblea,CAUCA,ANTONIO  USECHE DELGADO,PARTIDO LIBERAL COLOMBIANO,388
Asamblea,CAUCA,AURA MARIA ROBLEDO LEDEZMA,PARTIDO LIBERAL COLOMBIANO,390
Asamblea,CAUCA,CARLOS  PASCUE ,COALICION CAUCA,478
Asamblea,CAUCA,CARLOS ALBERTO FERNANDEZ CERON,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,446
Asamblea,CAUCA,CARLOS FERNANDO MEDINA RAMIREZ,PARTIDO LIBERAL COLOMBIANO,391
Asamblea,CAUCA,CEFERINO  SANCHEZ PEÑA,PARTIDO COLOMBIA RENACIENTE,409
Asamblea,CAUCA,CENIN  CHACON ,PARTIDO LIBERAL COLOMBIANO,386
Asamblea,CAUCA,CIELO MADAM MENA GONZALEZ,COALICION CAUCA,480
Asamblea,CAUCA,DANIEL  GONZALEZ ZAMORANO,PARTIDO CONSERVADOR COLOMBIANO,415
Asamblea,CAUCA,DANIEL FELIPE LOPEZ ,CAUCA INCLUYENTE ASAMBLEA,467
Asamblea,CAUCA,DIANA CAROLINA MARTINEZ PADILLA,PARTIDO COLOMBIA JUSTA LIBRES,394
Asamblea,CAUCA,DIANA MARIA VELA RAMOS,CAUCA INCLUYENTE ASAMBLEA,466
Asamblea,CAUCA,DORA PATRICIA PEREZ RUANO,PARTIDO CAMBIO RADICAL,425
Asamblea,CAUCA,DURIEN  MARTOS MADROÑERO,PARTIDO COLOMBIA RENACIENTE,404
Asamblea,CAUCA,EDGAR MARIÑO MURILLO TOSSE,PARTIDO CONSERVADOR COLOMBIANO,410
Asamblea,CAUCA,EDIER ERNEY LOBOA MINA,PARTIDO CAMBIO RADICAL,434
Asamblea,CAUCA,EDIR  MUÑOZ SOLIS,PARTIDO LIBERAL COLOMBIANO,384
Asamblea,CAUCA,EDUARD ARTURO HOYOS GIRALDO,PARTIDO ALIANZA VERDE,443
Asamblea,CAUCA,EDUARD ENRIQUE NAVIA MUÑOZ,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,445
Asamblea,CAUCA,EDWIN EDUARDO MACHADO RIOS,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,454
Asamblea,CAUCA,ELBA NELLY BOLAÑOS NOGUERA,PARTIDO CAMBIO RADICAL,429
Asamblea,CAUCA,FAVIO ANDRES LOPEZ DAZA,PARTIDO ALIANZA VERDE,435
