corp,dpto,name,party,wp_no
Asamblea,AMAZONAS,ALEJANDRO MEJIA FONSECA LEON,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,3166
Asamblea,AMAZONAS,ALEX HERNANDO PINEDA MUÑOZ,PARTIDO POLO DEMOCRATICO ALTERNATIVO,3188
Asamblea,AMAZONAS,ALMA ROCIO CHEIVA IRIARTE,PARTIDO COLOMBIA RENACIENTE,3108
Asamblea,AMAZONAS,ANA JOSEFA BARBOSA APARICIO,PARTIDO CONSERVADOR COLOMBIANO,3123
Asamblea,AMAZONAS,ANDRES FERNANDO ZAMBRANO CARDONA,PARTIDO CENTRO DEMOCRATICO,3081
Asamblea,AMAZONAS,ANDRES FRANCISCO FLORIAN PATIÑO,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,3164
Asamblea,AMAZONAS,ANTONIO  CRUZ HERNANDEZ,PARTIDO CAMBIO RADICAL,3131
Asamblea,AMAZONAS,ARELIZ  CAREVILLA CUELLAR,PARTIDO CAMBIO RADICAL,3128
Asamblea,AMAZONAS,ARNOLD  PEREZ PEREIRA,PARTIDO COLOMBIA RENACIENTE,3107
Asamblea,AMAZONAS,AURA ELIANE CORREA SANCHEZ,PARTIDO COLOMBIA RENACIENTE,3114
Asamblea,AMAZONAS,BRAYAN ADOLFO MATAPI ALVAREZ,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,3158
Asamblea,AMAZONAS,CAMILO  SUAREZ TORRES,PARTIDO ALIANZA VERDE,3139
Asamblea,AMAZONAS,CARLOS  BOTYAY CARVAJAL,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,3099
Asamblea,AMAZONAS,CARLOS EMIR PARRA SANTOS,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,3159
Asamblea,AMAZONAS,CAROLINA  MORALES RUA,PARTIDO CAMBIO RADICAL,3133
Asamblea,AMAZONAS,CATIDIA ANDREA FRANCO LUNA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,3179
Asamblea,AMAZONAS,DAYANA  GONZALEZ RODRIGUEZ,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,3178
Asamblea,AMAZONAS,DAYANA VALENTINA POLANIA MATUTE,PARTIDO COLOMBIA RENACIENTE,3111
Asamblea,AMAZONAS,EDWIN ANDRES ARBELAEZ CHAMORRO,PARTIDO POLO DEMOCRATICO ALTERNATIVO,3184
Asamblea,AMAZONAS,EDWIN GIOVANI SEGURA SAMUDIO,PARTIDO LIBERAL COLOMBIANO,3071
Asamblea,AMAZONAS,ERIKA YAMILE RIVAS YUCUNA,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,3152
Asamblea,AMAZONAS,FABIOLA  TORREZ GARZON,PARTIDO LIBERAL COLOMBIANO,3078
Asamblea,AMAZONAS,FABRIZZIO LOMBARDO DE AZAMBUJA RAMOS,PARTIDO ALIANZA VERDE,3141
Asamblea,AMAZONAS,FEDERMAN ELIAS CRESPO CHUÑA,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,3153
Asamblea,AMAZONAS,FIDEL  ALDANA MURAYARIS,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,3168
Asamblea,AMAZONAS,FREDDY  BOHORQUEZ RAMIREZ,PARTIDO COLOMBIA JUSTA LIBRES,3103
Asamblea,AMAZONAS,FREDY ALEXANDER ACOSTA INFANTE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,3161
Asamblea,AMAZONAS,GABRIELA PATRICIA SOUZA QUEVEDO,PARTIDO COLOMBIA RENACIENTE,3116
Asamblea,AMAZONAS,GILDARDO  ALVIAR GONZALVIS,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,3172
Asamblea,AMAZONAS,GRACIELA  CASTRO GUTIERREZ,PARTIDO ALIANZA VERDE,3147
Asamblea,AMAZONAS,GUSTAVO  SUAREZ LUCAS,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,3094
Asamblea,AMAZONAS,GUSTAVO ADOLFO ZULUAGA CARDENAS,PARTIDO CONSERVADOR COLOMBIANO,3118
Asamblea,AMAZONAS,HAROLD EVANS OLIVEROS IRIARTE,PARTIDO COLOMBIA RENACIENTE,3106
Asamblea,AMAZONAS,HECTOR  LOPEZ SIMONS,PARTIDO LIBERAL COLOMBIANO,3074
Asamblea,AMAZONAS,HENRY  IPUCHIMA MARTINEZ,PARTIDO ALIANZA VERDE,3148
Asamblea,AMAZONAS,HERNAN ALFONSO CALDERON PRADA,PARTIDO POLO DEMOCRATICO ALTERNATIVO,3183
Asamblea,AMAZONAS,HERNANDO  MOSQUERA CHAMORRO,PARTIDO COLOMBIA RENACIENTE,3113
Asamblea,AMAZONAS,HOLMAN JOSE MORENO LOPEZ,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,3173
Asamblea,AMAZONAS,ISMAEL ALEJANDRO CASTILLO PANTEVIZ,PARTIDO CENTRO DEMOCRATICO,3088
Asamblea,AMAZONAS,JACKSON  MARTINEZ ALVARADO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,3177
Asamblea,AMAZONAS,JACKSON ELADIO MORA CARIHUASARI,PARTIDO CENTRO DEMOCRATICO,3084
Asamblea,AMAZONAS,JAIME  ARTEAGA BRAVO,PARTIDO CONSERVADOR COLOMBIANO,3121
Asamblea,AMAZONAS,JESUS IGNACIO HEREDIA CURICO,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,3170
Asamblea,AMAZONAS,JHON WILDER AHUE CERRON,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,3097
Asamblea,AMAZONAS,JHONATAN  DIAZ ORDOÑEZ,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,3102
Asamblea,AMAZONAS,JONAS  MOZOMBITE VARREIRO,PARTIDO CAMBIO RADICAL,3136
Asamblea,AMAZONAS,JORGE  NOVA PEREZ,PARTIDO CENTRO DEMOCRATICO,3085
Asamblea,AMAZONAS,JORGE OCTAVIO CARVAJAL FIGUEREDO,PARTIDO CAMBIO RADICAL,3132
Asamblea,AMAZONAS,JOSE CELESTINO PALMA VIENA,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,3156
