corp,dpto,name,party,wp_no
Asamblea,RISARALDA,ADRIANA  TABARES BUSTAMANTE,ALTERNATIVOS,1307
Asamblea,RISARALDA,ALBA LILIANA CAMPUZANO AGUDELO,PARTIDO CAMBIO RADICAL,1279
Asamblea,RISARALDA,ALBERTO  VILLEGAS AGUDELO,PARTIDO CENTRO DEMOCRATICO,1246
Asamblea,RISARALDA,AMPARO  RAMIREZ DE MARTINEZ,PARTIDO CONSERVADOR COLOMBIANO,1267
Asamblea,RISARALDA,AMPARO DE JESUS ARENAS ,PARTIDO POLITICO MIRA,1295
Asamblea,RISARALDA,ANDERSON  LOPEZ MORENO,PARTIDO CENTRO DEMOCRATICO,1245
Asamblea,RISARALDA,ANGELA XIMENA GONZALEZ MONTOYA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1302
Asamblea,RISARALDA,ANTONIO DE JESUS GUEVARA BETANCUR,ALTERNATIVOS,1305
Asamblea,RISARALDA,AYDA  RENGIFO AGUDELO,PARTIDO POLITICO MIRA,1292
Asamblea,RISARALDA,CARLOS ADRIAN BUITRAGO TORO,PARTIDO POLITICO MIRA,1290
Asamblea,RISARALDA,CARLOS ALBERTO HENAO SERNA,PARTIDO POLITICO MIRA,1284
Asamblea,RISARALDA,CARLOS ANDRES GIL GONZALEZ,PARTIDO CONSERVADOR COLOMBIANO,1269
Asamblea,RISARALDA,CARLOS WILSON SUAREZ ZULUAGA,PARTIDO CONSERVADOR COLOMBIANO,1265
Asamblea,RISARALDA,CATALINA  JIMENEZ ANGULO,PARTIDO CAMBIO RADICAL,1280
Asamblea,RISARALDA,CESAR AUGUSTO JARAMILLO FORONDA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1298
Asamblea,RISARALDA,CESAR EDUARDO OCHOA FRANCO,PARTIDO CENTRO DEMOCRATICO,1253
Asamblea,RISARALDA,CLAUDIA JULIANA ENCISO MONTES,PARTIDO CONSERVADOR COLOMBIANO,1264
Asamblea,RISARALDA,CLAUDIA MARCELA GIRALDO GONZALEZ,PARTIDO LIBERAL COLOMBIANO,1237
Asamblea,RISARALDA,CLAUDIA PATRICIA CARDONA RUIZ,PARTIDO COLOMBIA JUSTA LIBRES,1257
Asamblea,RISARALDA,DANIEL  SILVA ORREGO,ALTERNATIVOS,1309
Asamblea,RISARALDA,DIOMEDES DE JESUS TORO ORTIZ,PARTIDO LIBERAL COLOMBIANO,1241
Asamblea,RISARALDA,DUVAN  MURILLO GRAJALES,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1300
Asamblea,RISARALDA,EDISON  IDARRAGA TORRES,PARTIDO LIBERAL COLOMBIANO,1238
Asamblea,RISARALDA,EDUARDO ALFONSO MEZA MENDEZ,PARTIDO COLOMBIA JUSTA LIBRES,1258
Asamblea,RISARALDA,EDUIN ARNUBAL SAAVEDRA MAHECHA,PARTIDO CENTRO DEMOCRATICO,1249
Asamblea,RISARALDA,FEDERMAN  OSSA GIRALDO,PARTIDO CENTRO DEMOCRATICO,1254
Asamblea,RISARALDA,FERNEY  LONDOÑO VAQUERO,ALTERNATIVOS,1306
Asamblea,RISARALDA,FRED MEYER ZULETA GONZALEZ,PARTIDO COLOMBIA JUSTA LIBRES,1255
Asamblea,RISARALDA,GENNY YOHANA MOLINA VELEZ,PARTIDO COLOMBIA JUSTA LIBRES,1259
Asamblea,RISARALDA,GERMAN EDUARDO LONDOÑO LOPEZ,PARTIDO POLITICO MIRA,1285
Asamblea,RISARALDA,GLORIA MELISSA HENAO MAZO,PARTIDO LIBERAL COLOMBIANO,1240
Asamblea,RISARALDA,GONZALO DE JESUS CUELLAR VELEZ,ALTERNATIVOS,1314
Asamblea,RISARALDA,GRAPER  GIRALDO PINEDA,PARTIDO CAMBIO RADICAL,1277
Asamblea,RISARALDA,HECTOR MARIO RENDON RAMIREZ,PARTIDO LIBERAL COLOMBIANO,1236
Asamblea,RISARALDA,HUGO ARMANDO ARANGO DUQUE,PARTIDO CONSERVADOR COLOMBIANO,1271
Asamblea,RISARALDA,JAIME ESTEBAN DUQUE GARCIA,PARTIDO LIBERAL COLOMBIANO,1239
Asamblea,RISARALDA,JOHN JAMES MUÑOZ RIOS,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1301
Asamblea,RISARALDA,JONATAN ELIECER ROMAN PAEZ,PARTIDO COLOMBIA JUSTA LIBRES,1256
Asamblea,RISARALDA,JORGE  VARON RESTREPO,PARTIDO CAMBIO RADICAL,1273
Asamblea,RISARALDA,JORGE IVAN ARANGO DURAN,ALTERNATIVOS,1316
Asamblea,RISARALDA,JORGE MARIO VALENCIA MESA,PARTIDO CENTRO DEMOCRATICO,1252
Asamblea,RISARALDA,JOSE ALBEIRO QUINTERO NEIRA,PARTIDO CONSERVADOR COLOMBIANO,1261
Asamblea,RISARALDA,JOSE ALEJANDRO BUSTAMANTE ,PARTIDO CENTRO DEMOCRATICO,1248
Asamblea,RISARALDA,JOSE ARLES RIVERA CANO,PARTIDO CAMBIO RADICAL,1276
Asamblea,RISARALDA,JOSE DURGUES ESPINOSA MARTINEZ,PARTIDO CENTRO DEMOCRATICO,1243
Asamblea,RISARALDA,JOSE FERLEY HENAO OSPINA,ALTERNATIVOS,1315
Asamblea,RISARALDA,JOSE MARIA ROSERO VALENCIA,PARTIDO CONSERVADOR COLOMBIANO,1268
Asamblea,RISARALDA,JUAN CAMILO HERRERA SEPULVEDA,ALTERNATIVOS,1310
Asamblea,RISARALDA,JUAN CAMILO LOPEZ GALLEGO,PARTIDO POLITICO MIRA,1289
Asamblea,RISARALDA,JUAN CARLOS VALENCIA MONTOYA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1296
Asamblea,RISARALDA,JUAN DIEGO PATIÑO OCHOA,PARTIDO LIBERAL COLOMBIANO,1235
Asamblea,RISARALDA,JULIAN ALONSO CHICA LONDOÑO,PARTIDO CONSERVADOR COLOMBIANO,1260
Asamblea,RISARALDA,KARLEM TATIANA FERRO MORALES,ALTERNATIVOS,1308
Asamblea,RISARALDA,KELLY JOHANNA GOMEZ AGUIRRE,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1297
Asamblea,RISARALDA,LIBARDO ANTONIO CASTRO CARDONA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1304
Asamblea,RISARALDA,LUIS ALBERTO VEGA SANCHEZ,PARTIDO CONSERVADOR COLOMBIANO,1270
Asamblea,RISARALDA,LUIS FELIPE ESCALANTE GOMEZ,PARTIDO POLITICO MIRA,1294
Asamblea,RISARALDA,LUZ ELENA TORRES MOLINA,PARTIDO POLITICO MIRA,1287
Asamblea,RISARALDA,MAGDA CAROLINA HERRERA RENGIFO,PARTIDO CENTRO DEMOCRATICO,1250
Asamblea,RISARALDA,MARGARITA  FAJARDO TEJEDA,ALTERNATIVOS,1312
Asamblea,RISARALDA,MARIA GLORIA ANGEL JARAMILLO,PARTIDO CENTRO DEMOCRATICO,1247
Asamblea,RISARALDA,MARIA IRMA CARDONA DELGADO,PARTIDO CAMBIO RADICAL,1281
Asamblea,RISARALDA,MARIA SENOBIA MARULANDA ,ALTERNATIVOS,1313
Asamblea,RISARALDA,MARIELA DE JESUS LONDOÑO SALAZAR,PARTIDO LIBERAL COLOMBIANO,1242
Asamblea,RISARALDA,MARINA  RAMIREZ VASQUEZ,PARTIDO CONSERVADOR COLOMBIANO,1262
Asamblea,RISARALDA,MARTIN  RAMIREZ MARIN,PARTIDO CAMBIO RADICAL,1282
Asamblea,RISARALDA,NATHALIA  OSORIO CASTAÑO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1299
Asamblea,RISARALDA,NORBERTO  RIOS LONDOÑO,PARTIDO CAMBIO RADICAL,1274
Asamblea,RISARALDA,OCTAVIO  RENDON RAMIREZ,PARTIDO CAMBIO RADICAL,1275
Asamblea,RISARALDA,PAOLA ANDREA DIAZ SANCHEZ,PARTIDO CENTRO DEMOCRATICO,1244
Asamblea,RISARALDA,PAOLA ANDREA NIETO LONDOÑO,PARTIDO CAMBIO RADICAL,1272
Asamblea,RISARALDA,SANDRA LILIANA HERRERA BEDOYA,PARTIDO CAMBIO RADICAL,1278
