corp,dpto,name,party,wp_no
Asamblea,HUILA,ABSALON  CALVO TORRES,JUNTOS,1022
Asamblea,HUILA,ADAN  ROJAS BARRETO,JUNTOS,1020
Asamblea,HUILA,ALEX MAURICIO GONZALEZ QUINTERO,PARTIDO CENTRO DEMOCRATICO,950
Asamblea,HUILA,ALVARO  LADINO PAQUE,JUNTOS,1018
Asamblea,HUILA,AMPARO  DUCUARA SANTOFIMIO,PARTIDO POLITICO MIRA,999
Asamblea,HUILA,ANA INES PIÑEROS BOLAÑOS,PARTIDO LIBERAL COLOMBIANO,934
Asamblea,HUILA,ANA LEONOR CARVAJAL HOYOS,PARTIDO ALIANZA VERDE,980
Asamblea,HUILA,ASTRID  TORRES MORA,PARTIDO CONSERVADOR COLOMBIANO,962
Asamblea,HUILA,BERTHA  ACEVEDO DE SANCHEZ,PARTIDO CONSERVADOR COLOMBIANO,958
Asamblea,HUILA,BETTY  ANGULO GARCIA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,117772
Asamblea,HUILA,BLANCA EDITH MEDINA BOTACHE,PARTIDO ALIANZA VERDE,987
Asamblea,HUILA,CAMILO  OSPINA MARTINEZ,PARTIDO CONSERVADOR COLOMBIANO,961
Asamblea,HUILA,CARLOS ALBERTO CELADA BAHAMON,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1010
Asamblea,HUILA,CARLOS ALBERTO RODRIGUEZ CANABAL,PARTIDO POLITICO MIRA,994
Asamblea,HUILA,CARLOS ALIRIO ESQUIVEL SANCHEZ,PARTIDO CONSERVADOR COLOMBIANO,965
Asamblea,HUILA,CARLOS ANDRES MOLINA OSORIO,PARTIDO CENTRO DEMOCRATICO,951
Asamblea,HUILA,CARLOS ARTURO CANO MEDINA,PARTIDO CAMBIO RADICAL,969
Asamblea,HUILA,CESAR  PUENTES VARGAS,PARTIDO ALIANZA VERDE,979
Asamblea,HUILA,CINDY JHOLET MARTINEZ MOTTA,PARTIDO CENTRO DEMOCRATICO,948
Asamblea,HUILA,CLARA INES VEGA PEREZ,PARTIDO CAMBIO RADICAL,966
Asamblea,HUILA,DANIEL LEONARDO SANZ PERDOMO,PARTIDO ALIANZA VERDE,978
Asamblea,HUILA,DERLY  PASTRANA YARA,PARTIDO CENTRO DEMOCRATICO,947
Asamblea,HUILA,DIANA CAROLINA LOSADA RIOS,PARTIDO POLITICO MIRA,992
Asamblea,HUILA,DIOBANY  PERDOMO CHALA,JUNTOS,1021
Asamblea,HUILA,EDUARDO  GUTIERREZ ARIAS,JUNTOS,1024
Asamblea,HUILA,EDUARDO  MUÑOZ COLLAZOS,PARTIDO ALIANZA VERDE,982
Asamblea,HUILA,EDWIN FERNANDO PISSO ESCALANTE,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1007
