corp,dpto,name,party,wp_no
Asamblea,NORTE DE SANTANDER,ADONEZEIDA  NAJAR CARRERO,PARTIDO CAMBIO RADICAL,1398
Asamblea,NORTE DE SANTANDER,ALBA ADRIANA HERNANDEZ LIZCANO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1417
Asamblea,NORTE DE SANTANDER,ALVARO  ALBA ARIAS,PARTIDO ADA,1367
Asamblea,NORTE DE SANTANDER,ANDREA PAOLA OSORIO GUERRERO,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,1348
Asamblea,NORTE DE SANTANDER,ANGEL ADRIAN SUAREZ HERNANDEZ,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,1412
Asamblea,NORTE DE SANTANDER,ANGEL NIVARDO SANCHEZ SANDOVAL,PARTIDO COLOMBIA JUSTA LIBRES,1359
Asamblea,NORTE DE SANTANDER,ANIBAL  LOZANO GARCIA,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,1413
Asamblea,NORTE DE SANTANDER,ANYELA KARINA SUAREZ OREJARENA,PARTIDO ALIANZA VERDE,1409
Asamblea,NORTE DE SANTANDER,ASTRID YULIETH TUBERQUIA QUIROZ,PARTIDO ADA,1371
Asamblea,NORTE DE SANTANDER,BEATRIZ LILIANA DELGADO ROJAS,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,1347
Asamblea,NORTE DE SANTANDER,CARLOS ALBERTO BOLIVAR CORREDOR,PARTIDO ALIANZA VERDE,1407
Asamblea,NORTE DE SANTANDER,CARLOS OMAR ANGARITA NAVARRO,PARTIDO CONSERVADOR COLOMBIANO,1384
Asamblea,NORTE DE SANTANDER,CARMEN GRACIELA FLOREZ PEÑA,PARTIDO ADA,1372
Asamblea,NORTE DE SANTANDER,CARMEN IVAN PEREZ ORTIZ,PARTIDO CENTRO DEMOCRATICO,1337
Asamblea,NORTE DE SANTANDER,CESAR  LINDARTE ESCALANTE,PARTIDO CONSERVADOR COLOMBIANO,1380
Asamblea,NORTE DE SANTANDER,CIRO ALFONSO SANTAMARIA OJEDA,PARTIDO ADA,1365
Asamblea,NORTE DE SANTANDER,CLAUDIA  LEMUS GOMEZ,PARTIDO ALIANZA VERDE,1410
Asamblea,NORTE DE SANTANDER,CLAUDIA MATILDE GARCIA MORENO,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,1349
Asamblea,NORTE DE SANTANDER,DAYANY ANDREA TOLOZA DIAZ,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1424
Asamblea,NORTE DE SANTANDER,DIEGO ARMANDO LIZCANO LAGUADO,PARTIDO CENTRO DEMOCRATICO,1334
Asamblea,NORTE DE SANTANDER,EDDY CECILIA ANDRADE LUNA,PARTIDO CENTRO DEMOCRATICO,1335
Asamblea,NORTE DE SANTANDER,EDINSON LEONARDO GUERRERO GARAY,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1425
Asamblea,NORTE DE SANTANDER,EDUARDO ANTONIO GERARDINO MANDON,PARTIDO CAMBIO RADICAL,1394
Asamblea,NORTE DE SANTANDER,EDUARDO TADEO VASQUEZ MORELLI,PARTIDO CENTRO DEMOCRATICO,1339
Asamblea,NORTE DE SANTANDER,EDWIN ALFREDO GONZALEZ RANGEL,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1426
Asamblea,NORTE DE SANTANDER,ELIANA ELVIRA CONTRERAS MALAGON,PARTIDO CAMBIO RADICAL,1401
Asamblea,NORTE DE SANTANDER,EMERSON  MENESES GONZALEZ,PARTIDO CONSERVADOR COLOMBIANO,1381
Asamblea,NORTE DE SANTANDER,EMIRO DEL CARMEN ROPERO SUAREZ,COLOMBIA HUMANA - UNIÓN PATRIÓTICA,1330
Asamblea,NORTE DE SANTANDER,ENRIQUE RAFAEL PERTUZ ARIZA,PARTIDO ALIANZA VERDE,1404
Asamblea,NORTE DE SANTANDER,ESPERANZA  RODRIGUEZ QUINTERO,PARTIDO CENTRO DEMOCRATICO,1341
Asamblea,NORTE DE SANTANDER,FABIO RENE CARRILLO VELASCO,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,1353
Asamblea,NORTE DE SANTANDER,FRANK ROBERT BASTIDAS OSORIO,PARTIDO ADA,1364
Asamblea,NORTE DE SANTANDER,FRANK WORMAN GARCIA ROLON,PARTIDO LIBERAL COLOMBIANO,1318
Asamblea,NORTE DE SANTANDER,GERARDO JOSE SANABRIA SANTANDER,PARTIDO ADA,1369
Asamblea,NORTE DE SANTANDER,HENRY TIBERIO MENDOZA RAMIREZ,PARTIDO LIBERAL COLOMBIANO,1322
Asamblea,NORTE DE SANTANDER,IRIANA FAITH CASTRO RODRIGUEZ,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1423
Asamblea,NORTE DE SANTANDER,ISABEL CRISTINA AMAYA IBAÑEZ,PARTIDO COLOMBIA JUSTA LIBRES,1362
Asamblea,NORTE DE SANTANDER,ISABEL CRISTINA TORRADO ANDRADE,PARTIDO LIBERAL COLOMBIANO,1329
Asamblea,NORTE DE SANTANDER,ISAMAR  SANABRIA GUALDRON,PARTIDO COLOMBIA JUSTA LIBRES,1357
Asamblea,NORTE DE SANTANDER,JAVIER ALEXANDER HERNANDEZ PAEZ,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,1350
Asamblea,NORTE DE SANTANDER,JAVIER LEONARDO LEAL MORA,PARTIDO CENTRO DEMOCRATICO,1336
Asamblea,NORTE DE SANTANDER,JAVIER SNEYDERT MCLARKSON SALCEDO,PARTIDO ADA,1363
Asamblea,NORTE DE SANTANDER,JESSICA PAOLA RODRIGUEZ ROLDAN,PARTIDO CENTRO DEMOCRATICO,1340
Asamblea,NORTE DE SANTANDER,JESSICA PAOLA SABOGAL ZAPATA,PARTIDO LIBERAL COLOMBIANO,1325
Asamblea,NORTE DE SANTANDER,JHON EDDISON ORTEGA JACOME,PARTIDO ALIANZA VERDE,1403
Asamblea,NORTE DE SANTANDER,JIMMY ALEXANDER GUEVARA MUÑOZ,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,1352
Asamblea,NORTE DE SANTANDER,JOHANNA KATHERINE DUARTE ROLON,PARTIDO COLOMBIA JUSTA LIBRES,1361
Asamblea,NORTE DE SANTANDER,JOSE ALEJANDRO MARTINEZ ORTIZ,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1420
Asamblea,NORTE DE SANTANDER,JOSE AMADO CARRASCAL CACERES,PARTIDO COLOMBIA JUSTA LIBRES,1358
Asamblea,NORTE DE SANTANDER,JOSE ARMANDO BONILLA VILLAMIZAR,PARTIDO LIBERAL COLOMBIANO,1319
Asamblea,NORTE DE SANTANDER,JOSE CONSTANTINO CARRILLO PEREZ,PARTIDO ADA,1373
Asamblea,NORTE DE SANTANDER,JOSE EDWUAR MALPICA LIZARAZO,PARTIDO CAMBIO RADICAL,1393
Asamblea,NORTE DE SANTANDER,JOSE GREGORIO CORREA YAÑEZ,PARTIDO CONSERVADOR COLOMBIANO,1389
Asamblea,NORTE DE SANTANDER,JOSE LUIS ENRIQUE DUARTE GOMEZ,PARTIDO CAMBIO RADICAL,1391
Asamblea,NORTE DE SANTANDER,JOSE ORLANDO ORTEGA ANGARITA,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,1355
Asamblea,NORTE DE SANTANDER,JOSEFA  ALBARRACIN JAUREGUI,COLOMBIA HUMANA - UNIÓN PATRIÓTICA,1331
Asamblea,NORTE DE SANTANDER,JUAN CARLOS ANAYA PARADA,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,1351
Asamblea,NORTE DE SANTANDER,JUAN CARLOS BOCANEGRA CHACON,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1418
Asamblea,NORTE DE SANTANDER,JUAN CARLOS CUELLAR BRUNO,PARTIDO CONSERVADOR COLOMBIANO,1387
Asamblea,NORTE DE SANTANDER,JUAN CARLOS SANABRIA MALDONADO,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,1345
Asamblea,NORTE DE SANTANDER,JUAN PABLO CASTRO ,PARTIDO CAMBIO RADICAL,1402
Asamblea,NORTE DE SANTANDER,JULIAN ENRIQUE VELANDIA ARENALES,PARTIDO LIBERAL COLOMBIANO,1323
Asamblea,NORTE DE SANTANDER,KATHERIN XIOMARA BERNAL MARTINEZ,PARTIDO CAMBIO RADICAL,1396
Asamblea,NORTE DE SANTANDER,LACIDES CARMELO TRUJILLO CARRILLO,PARTIDO CONSERVADOR COLOMBIANO,1386
Asamblea,NORTE DE SANTANDER,LAUDELINA  PEREZ SOLANO,PARTIDO CENTRO DEMOCRATICO,1333
Asamblea,NORTE DE SANTANDER,LAUDY ESPERANZA SOTO URBINA,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,1354
Asamblea,NORTE DE SANTANDER,LAURA SAMIRA GARCIA SOLANO,PARTIDO CAMBIO RADICAL,1400
Asamblea,NORTE DE SANTANDER,LEDIN ANDREY GAUTA FLOREZ,PARTIDO CONSERVADOR COLOMBIANO,1382
Asamblea,NORTE DE SANTANDER,LENNY ESMERALDA ROLON ROZO,PARTIDO CENTRO DEMOCRATICO,1342
Asamblea,NORTE DE SANTANDER,LIBIA JOHANA SILVA SUAREZ,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1422
Asamblea,NORTE DE SANTANDER,LUIS ALBERTO OTERO LANDINEZ,PARTIDO CENTRO DEMOCRATICO,1344
Asamblea,NORTE DE SANTANDER,LUIS ALFONSO DIAZ BARBOSA,PARTIDO CAMBIO RADICAL,1399
Asamblea,NORTE DE SANTANDER,LUIS ALFONSO MEJIA NUÑEZ,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1415
Asamblea,NORTE DE SANTANDER,LUIS EDUARDO CARRASCAL QUINTERO,PARTIDO CENTRO DEMOCRATICO,1343
Asamblea,NORTE DE SANTANDER,LUIS EDUARDO ROPERO RIVERA,PARTIDO CAMBIO RADICAL,1395
Asamblea,NORTE DE SANTANDER,LUIS SERAFIN VEGA MADARIAGA,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,1346
Asamblea,NORTE DE SANTANDER,MARCEL ORLANDO PEREZ ASCANIO,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1427
Asamblea,NORTE DE SANTANDER,MARIA ESPERANZA JAJOY CHASOY,PARTIDO DE REIVINDICACIÓN ÉTNICA -PRE-,1379
Asamblea,NORTE DE SANTANDER,MARIA FERNANDA MOROS VERGEL,PARTIDO ALIANZA VERDE,1408
Asamblea,NORTE DE SANTANDER,MARICEL  MELANO RIVERA,PARTIDO ADA,1370
Asamblea,NORTE DE SANTANDER,MARIO ALONSO RAMIREZ MELCHOR,PARTIDO ADA,1368
Asamblea,NORTE DE SANTANDER,MARIO JESUS CARRILLO PEÑA,PARTIDO CENTRO DEMOCRATICO,1338
Asamblea,NORTE DE SANTANDER,MARTIN ALONSO CAICEDO CARABALI,PARTIDO DE REIVINDICACIÓN ÉTNICA -PRE-,1376
Asamblea,NORTE DE SANTANDER,MICHELLE VALENTINA RAMIREZ MANTILLA,PARTIDO CAMBIO RADICAL,1397
Asamblea,NORTE DE SANTANDER,MIGUEL ANGEL MONTAGUT AREVALO,PARTIDO CAMBIO RADICAL,1392
Asamblea,NORTE DE SANTANDER,MILENA DEL SOCORRO CALDERON RENDON,PARTIDO CONSERVADOR COLOMBIANO,1388
Asamblea,NORTE DE SANTANDER,MIREYA  PINO SOTO,PARTIDO CONSERVADOR COLOMBIANO,1383
Asamblea,NORTE DE SANTANDER,MONICA LILIANA GARZA RAMIREZ,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,1414
Asamblea,NORTE DE SANTANDER,NELLY KATHERINE FUENTES GONZALEZ,PARTIDO LIBERAL COLOMBIANO,1327
Asamblea,NORTE DE SANTANDER,NURIS LIGIA HERNANDEZ TORRES,PARTIDO ADA,1366
Asamblea,NORTE DE SANTANDER,OSCAR ANTONIO RIVERA MORA,PARTIDO COLOMBIA JUSTA LIBRES,1356
Asamblea,NORTE DE SANTANDER,OSCAR HERNANDO ROSS PEREZ,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1416
Asamblea,NORTE DE SANTANDER,OVIDIO DE JESUS ALVAREZ PEREZ,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1419
Asamblea,NORTE DE SANTANDER,PEDRO DAVID SAA SOTO,PARTIDO DE REIVINDICACIÓN ÉTNICA -PRE-,1378
Asamblea,NORTE DE SANTANDER,PEDRO JOANES LEYVA RIZZO,PARTIDO CAMBIO RADICAL,1390
Asamblea,NORTE DE SANTANDER,RAFAEL  CACERES NUÑEZ,PARTIDO LIBERAL COLOMBIANO,1321
Asamblea,NORTE DE SANTANDER,RAMON JOSE CABRALES CAMACHO,PARTIDO CENTRO DEMOCRATICO,1332
Asamblea,NORTE DE SANTANDER,RAMON LEONARDO RODRIGUEZ SANCHEZ,PARTIDO COLOMBIA JUSTA LIBRES,1360
Asamblea,NORTE DE SANTANDER,RAUL ENRIQUE GOMEZ VELASCO,PARTIDO ALIANZA VERDE,1405
Asamblea,NORTE DE SANTANDER,RAUL GIOVANI ORTIZ PARADA,PARTIDO ALIANZA VERDE,1411
Asamblea,NORTE DE SANTANDER,RUBY ALEJANDRA CHACON CAMARGO,PARTIDO LIBERAL COLOMBIANO,1317
Asamblea,NORTE DE SANTANDER,SAID  VERGEL ASCANIO,PARTIDO ADA,1375
Asamblea,NORTE DE SANTANDER,SANDRA ROCIO CARRASCAL VILLALBA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,1421
Asamblea,NORTE DE SANTANDER,VICTOR JOHAN JANUARIO MADARIAGA LONDOÑO,PARTIDO LIBERAL COLOMBIANO,1324
