corp,dpto,name,party,wp_no
Asamblea,SAN ANDRES,ABDU ADNAN HANDAUS HANDAUS,PARTIDO CAMBIO RADICAL,3007
Asamblea,SAN ANDRES,ABEL SALOMON ARCHBOLD JOSEPH,PARTIDO LIBERAL COLOMBIANO,2967
Asamblea,SAN ANDRES,ADEL  CHRISTOPHER LIVINGSTON,MOVIMIENTO AMPLIO POR PROGRESO DEL ARCHIPIÉLAGO (MAPPA),3043
Asamblea,SAN ANDRES,ALDRIN LEONARDO DILBERT MC NISH,FUERZA COMUN SAN ANDRES,3066
Asamblea,SAN ANDRES,ALEXANDER DAVID DITTA GARRIDO,PARTIDO CONSERVADOR COLOMBIANO,2988
Asamblea,SAN ANDRES,ALEXANDRA  FIGUEROA CAVADIA,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,3020
Asamblea,SAN ANDRES,ALFREDO RAFAEL MUÑOZ CABRERA,PARTIDO COLOMBIA JUSTA LIBRES,2987
Asamblea,SAN ANDRES,ANA MARGARITA LOPEZ BUITRAGO,PARTIDO LIBERAL COLOMBIANO,2974
Asamblea,SAN ANDRES,ANNE JENNIFER WHITTAKER MITCHELL,PARTIDO COLOMBIA JUSTA LIBRES,2981
Asamblea,SAN ANDRES,ANORALDO  NARVAEZ PAUTT,PARTIDO CONSERVADOR COLOMBIANO,2989
Asamblea,SAN ANDRES,ARLINGTON LEE HOWARD HERRERA,PARTIDO LIBERAL COLOMBIANO,2976
Asamblea,SAN ANDRES,ARNOLD JOSUE BROWN MEZA,PARTIDO COLOMBIA JUSTA LIBRES,2978
Asamblea,SAN ANDRES,ARTURO  MITCHELL ,PARTIDO LIBERAL COLOMBIANO,2969
Asamblea,SAN ANDRES,BALMORE  GONZALEZ SUAREZ,PARTIDO CONSERVADOR COLOMBIANO,2993
Asamblea,SAN ANDRES,BENJAMIN ALONSO MAFLA HERRERA,PARTIDO CENTRO DEMOCRATICO- PARTIDO POLITICO MIRA,3053
Asamblea,SAN ANDRES,CARLO DOMINGO GALLARDO ROJAS,MOVIMIENTO DE INTEGRACIÓN REGIONAL - IR,3030
Asamblea,SAN ANDRES,CARLOS ARTURO CARVAJAL JIMENEZ,PARTIDO CAMBIO RADICAL,2999
Asamblea,SAN ANDRES,CARLOS ARTURO FONTALVO SUAREZ,PARTIDO CAMBIO RADICAL,3003
Asamblea,SAN ANDRES,CARLOS MARIO HERRERA SIERRA,PARTIDO COLOMBIA JUSTA LIBRES,2980
