corp,dpto,name,party,wp_no
Gobernación,NARIÑO,CARLOS EFRAIN SANTACRUZ MORENO,PARTIDO POLO DEMOCRATICO ALTERNATIVO,46
Gobernación,NARIÑO,DAMIR ALBERTO BRAVO MOLINA,PARTIDO CONSERVADOR COLOMBIANO - ASI,48
Gobernación,NARIÑO,EDGAR ILICH RUIZ REYNEL,PARTIDO COLOMBIA JUSTA LIBRES,45
Gobernación,NARIÑO,JHON ALEXANDER ROJAS CABRERA,MI NARIÑO,49
Gobernación,NARIÑO,LUIS ELADIO PEREZ BONILLA,COALICIÓN POR LA RECONCILIACIÓN Y EL DESARROLLO DE NARIÑO,44
Gobernación,NARIÑO,VICTOR  RIVAS MARTINEZ,CONSTRUYAMOS NARIÑO - MAIS,47
