corp,dpto,name,party,wp_no
Asamblea,CALDAS,ALBERTO JOSE OSPINA GIRALDO,PARTIDO ALIANZA VERDE,3715
Asamblea,CALDAS,ALIRIO  MENDIETA PACHECO,PARTIDO ALIANZA VERDE,3719
Asamblea,CALDAS,ALVARO FERNANDO TREJOS RODRIGUEZ,PARTIDO CENTRO DEMOCRATICO- PARTIDO POLITICO MIRA,3754
Asamblea,CALDAS,AMPARO  IBARRA GALLEGO,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,3727
Asamblea,CALDAS,ANDREA  CASTELLANOS GONZALEZ,PARTIDO COLOMBIA RENACIENTE,3698
Asamblea,CALDAS,ANDRES FERNANDO CHAPARRO ECHEVERRY,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,3732
Asamblea,CALDAS,BLANCA LIBIA AGUDELO GAITAN,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,3736
Asamblea,CALDAS,BRAYAN DAVID SALAZAR HERRERA,PARTIDO ALIANZA VERDE,3714
Asamblea,CALDAS,CAMILO ANTONIO DURAN MOLINA,PARTIDO ALIANZA VERDE,3716
Asamblea,CALDAS,CARLOS EMILIO SERNA GONZALEZ,PARTIDO CONSERVADOR COLOMBIANO,3701
Asamblea,CALDAS,CARLOS HERNAN ROJAS MEDINA,PARTIDO CENTRO DEMOCRATICO- PARTIDO POLITICO MIRA,3749
Asamblea,CALDAS,CARLOS HERNAN SERNA TREJOS,PARTIDO LIBERAL COLOMBIANO,3690
Asamblea,CALDAS,CARLOS URIEL MANRIQUE ,PARTIDO COLOMBIA RENACIENTE,3697
Asamblea,CALDAS,CAROLINA  SALAZAR VELASQUEZ,PARTIDO COLOMBIA RENACIENTE,3696
Asamblea,CALDAS,CESAR AUGUSTO CANO CARVAJAL,PARTIDO ALIANZA VERDE,3718
Asamblea,CALDAS,CESAR AUGUSTO MARTINEZ ARISTIZABAL,PARTIDO ALIANZA VERDE,3722
Asamblea,CALDAS,CLAUDIA PATRICIA RAMIREZ VELASQUEZ,PARTIDO CAMBIO RADICAL,3711
Asamblea,CALDAS,CRISTIAN CAMILO ROJAS JURADO,PARTIDO COLOMBIA RENACIENTE,3699
Asamblea,CALDAS,CRISTIAN FELIPE PAREJA BECERRA,PARTIDO LIBERAL COLOMBIANO,3679
Asamblea,CALDAS,DANIEL  LOPEZ ROBAYO,PARTIDO LIBERAL COLOMBIANO,3685
Asamblea,CALDAS,DANIEL  PEREZ ,PARTIDO ALIANZA VERDE,3725
Asamblea,CALDAS,DEIBY LEANDRO LARGO ,PARTIDO CAMBIO RADICAL,3710
Asamblea,CALDAS,DIEGO  CARDONA ARANGO,PARTIDO CENTRO DEMOCRATICO- PARTIDO POLITICO MIRA,3744
