corp,dpto,mpio,name,party,wp_no
Alcaldía,CAUCA,TOTORO,ALEXANDER EDUARDO HUILA RAMIREZ,TOTORO INCLUYENTE OPORTUNIDADES PARA TODOS,4545
Alcaldía,CAUCA,TOTORO,JOSE FERNANDO CONEJO ,COALICION POR TOTORO ALCALDIA,4546
