corp,dpto,mpio,name,party,wp_no
Alcaldía,SANTANDER,SAN MIGUEL,ANCISAR  CUEVAS TARAZONA,PARTIDO CONSERVADOR COLOMBIANO,96787
Alcaldía,SANTANDER,SAN MIGUEL,FIDEL  CASTRO SANCHEZ,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,96788
Alcaldía,SANTANDER,SAN MIGUEL,HEIDY PATRICIA CAMACHO DUARTE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,96785
Alcaldía,SANTANDER,SAN MIGUEL,OSCAR RAMIRO ORTIZ AVILA,PARTIDO CAMBIO RADICAL,96786
